tract,year,Close-down,New open,is_cbd,post_covid,DID,ln(New open),ln(Close-down),census_track,tr_x,population,yr,TRACTCE10,SHAPE_AREA,tr_y,density,pop,area,post covid * density,inflows,density_rank,density_group,cbd
600,2014,11,12,1,0,0,2.4849066497880004,2.3978952727983707,6.0,6.0,1455,2014,000600,1858607.39949,6.0,0.7828441877500598,0.1455,1.85860739949,0.0,1,0.3661676646706587,low_density,CBD
600,2015,11,14,1,0,0,2.6390573296152584,2.3978952727983707,6.0,6.0,1341,2015,000600,1858607.39949,6.0,0.7215079421119108,0.1341,1.85860739949,0.0,3,0.417065868263473,low_density,CBD
600,2016,15,19,1,0,0,2.9444389791664403,2.70805020110221,6.0,6.0,1301,2016,000600,1858607.39949,6.0,0.6999864524143147,0.1301,1.85860739949,0.0,4,0.4365269461077844,low_density,CBD
600,2017,15,15,1,0,0,2.70805020110221,2.70805020110221,6.0,6.0,1207,2017,000600,1858607.39949,6.0,0.6494109516249638,0.1207,1.85860739949,0.0,0,0.5046407185628743,mid_density,CBD
600,2018,21,16,1,0,0,2.772588722239781,3.044522437723423,6.0,6.0,1207,2018,000600,1858607.39949,6.0,0.6494109516249638,0.1207,1.85860739949,0.0,-5,0.5046407185628743,mid_density,CBD
600,2019,19,23,1,1,1,3.1354942159291497,2.9444389791664403,6.0,6.0,1222,2019,000600,1858607.39949,6.0,0.6574815102615623,0.1222,1.85860739949,0.6574815102615623,4,0.4911676646706587,low_density,CBD
600,2020,28,8,1,1,1,2.0794415416798357,3.332204510175204,6.0,6.0,1312,2020,000600,1858607.39949,6.0,0.7059048620811537,0.1312,1.85860739949,0.7059048620811537,-20,0.431437125748503,low_density,CBD
600,2021,22,15,1,1,1,2.70805020110221,3.091042453358316,6.0,6.0,1222,2021,000600,1858607.39949,6.0,0.6574815102615623,0.1222,1.85860739949,0.6574815102615623,-7,0.4911676646706587,low_density,CBD
801,2012,1,2,1,0,0,0.6931471805599453,0.0,8.01,8.01,1713,2012,000801,1236167.55109,8.01,1.38573448113045,0.1713,1.2361675510899999,0.0,1,0.05688622754491018,high_density,CBD
801,2013,1,2,1,0,0,0.6931471805599453,0.0,8.01,8.01,1729,2013,000801,1236167.55109,8.01,1.3986777103762684,0.1729,1.2361675510899999,0.0,1,0.05538922155688623,high_density,CBD
