tract,year,base,block,index,Close-down,New open,close_rate_x,open_rate_x,is_cbd,post_covid,DID,ln(New open),ln(Close-down),census_track,tr_x,yr,population,TRACTCE10,SHAPE_AREA,tr_y,pop,area,density,post covid * density,density_rank,density_group,inflows,inflow_rate_x,inflow_rate_y,inflow_rate_d,open_rate_y,open_rate_d,close_rate_y,close_rate_d,inflows_pop,open_pop,close_pop,cbd,high_density
1400,2013,22.0,22.0,26,5,4,0.22727272727272727,0.18181818181818182,1,0,0,1.3862943611198906,1.6094379124341003,14.0,14.0,2013.0,4169.0,001400,3399572.62899,14.0,4169.0,3.39957262899,0.0012263306171042428,0.0,0.912405303030303,high_density,-1,-0.045454545454545456,-0.045454545454545456,0.0,0.4090909090909091,-0.2272727272727273,0.45454545454545453,-0.22727272727272727,-0.00023986567522187575,0.000959462700887503,0.0011993283761093788,CBD,1
1500,2013,42.0,42.0,27,8,19,0.19047619047619047,0.4523809523809524,1,0,0,2.9444389791664403,2.0794415416798357,15.0,15.0,2013.0,2810.0,001500,2576673.60477,15.0,2810.0,2.5766736047700003,0.0010905533377599944,0.0,0.8566919191919192,mid_density,11,0.2619047619047619,-0.21428571428571427,0.47619047619047616,0.16666666666666666,0.2857142857142857,0.38095238095238093,-0.19047619047619047,0.003914590747330961,0.006761565836298933,0.0028469750889679717,CBD,0
1600,2013,66.0,66.0,28,13,31,0.19696969696969696,0.4696969696969697,1,0,0,3.4339872044851463,2.5649493574615367,16.0,16.0,2013.0,1960.0,001600,2113797.48621,16.0,1960.0,2.1137974862099997,0.000927241144332253,0.0,0.7588383838383839,mid_density,18,0.2727272727272727,0.045454545454545456,0.22727272727272724,0.36363636363636365,0.10606060606060608,0.3181818181818182,-0.12121212121212122,0.009183673469387756,0.015816326530612244,0.0066326530612244895,CBD,0
1700,2013,11.0,11.0,29,4,6,0.36363636363636365,0.5454545454545454,1,0,0,1.791759469228055,1.3862943611198906,17.0,17.0,2013.0,2997.0,001700,2384377.66074,17.0,2997.0,2.3843776607400002,0.0012569317559659866,0.0,0.9223484848484849,high_density,2,0.18181818181818182,-0.18181818181818182,0.36363636363636365,0.36363636363636365,0.18181818181818177,0.5454545454545454,-0.18181818181818177,0.000667334000667334,0.002002002002002002,0.001334668001334668,CBD,1
1800,2013,19.0,19.0,30,2,5,0.10526315789473684,0.2631578947368421,1,0,0,1.6094379124341003,0.6931471805599453,18.0,18.0,2013.0,2879.0,001800,2610295.00299,18.0,2879.0,2.61029500299,0.001102940470982095,0.0,0.8639520202020202,mid_density,3,0.15789473684210525,-0.10526315789473684,0.2631578947368421,0.2631578947368421,0.0,0.3684210526315789,-0.2631578947368421,0.0010420284821118443,0.0017367141368530739,0.0006946856547412296,CBD,0
1900,2013,10.0,10.0,31,0,2,0.0,0.2,1,0,0,0.6931471805599453,-inf,19.0,19.0,2013.0,2919.0,001900,3534209.50822,19.0,2919.0,3.53420950822,0.0008259272669633415,0.0,0.672979797979798,mid_density,2,0.2,-0.6,0.8,0.3,-0.09999999999999998,0.9,-0.9,0.0006851661527920521,0.0006851661527920521,0.0,CBD,0
2000,2013,9.0,9.0,32,0,3,0.0,0.3333333333333333,0,0,0,1.0986122886681098,-inf,20.0,20.0,2013.0,2252.0,002000,3114739.77347,20.0,2252.0,3.1147397734699998,0.0007230138514881909,0.0,0.5893308080808081,mid_density,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.7777777777777778,-0.4444444444444445,0.1111111111111111,-0.1111111111111111,0.0013321492007104796,0.0013321492007104796,0.0,non-CBD,0
2100,2013,4.0,4.0,33,2,2,0.5,0.5,1,0,0,0.6931471805599453,0.6931471805599453,21.0,21.0,2013.0,1897.0,002100,2556634.09571,21.0,1897.0,2.55663409571,0.0007419911997509312,0.0,0.6060606060606061,mid_density,0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0010542962572482868,0.0010542962572482868,CBD,0
2200,2013,5.0,5.0,34,0,4,0.0,0.8,1,0,0,1.3862943611198906,-inf,22.0,22.0,2013.0,2167.0,002200,2461664.2443,22.0,2167.0,2.4616642443,0.0008802987673959611,0.0,0.7171717171717171,mid_density,4,0.8,0.0,0.8,0.8,0.0,0.8,-0.8,0.0018458698661744347,0.0018458698661744347,0.0,CBD,0
2300,2013,10.0,10.0,35,2,5,0.2,0.5,1,0,0,1.6094379124341003,0.6931471805599453,23.0,23.0,2013.0,2568.0,002300,2285816.31951,23.0,2568.0,2.28581631951,0.0011234498494395607,0.0,0.8731060606060606,mid_density,3,0.3,0.2,0.09999999999999998,0.4,0.09999999999999998,0.2,0.0,0.0011682242990654205,0.0019470404984423676,0.000778816199376947,CBD,0
2400,2013,64.0,64.0,36,16,26,0.25,0.40625,1,0,0,3.258096538021482,2.772588722239781,24.0,24.0,2013.0,4528.0,002400,5762976.14753,24.0,4528.0,5.76297614753,0.0007857051433295784,0.0,0.6392045454545454,mid_density,10,0.15625,0.015625,0.140625,0.328125,0.078125,0.3125,-0.0625,0.002208480565371025,0.005742049469964664,0.0035335689045936395,CBD,0
2500,2013,10.0,10.0,37,1,6,0.1,0.6,1,0,0,1.791759469228055,0.0,25.0,25.0,2013.0,3582.0,002500,4291267.5708,25.0,3582.0,4.2912675708,0.0008347183998438543,0.0,0.6808712121212122,mid_density,5,0.5,0.1,0.4,0.6,0.0,0.5,-0.4,0.0013958682300390843,0.0016750418760469012,0.00027917364600781687,CBD,0
2701,2013,6.0,6.0,38,1,0,0.16666666666666666,0.0,0,0,0,-inf,0.0,27.01,27.01,2013.0,3885.0,002701,2420220.83566,27.01,3885.0,2.42022083566,0.0016052254169361994,0.0,0.97885101010101,high_density,-1,-0.16666666666666666,-0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,0.3333333333333333,-0.16666666666666666,-0.0002574002574002574,0.0,0.0002574002574002574,non-CBD,1
2702,2013,14.0,14.0,39,1,3,0.07142857142857142,0.21428571428571427,0,0,0,1.0986122886681098,0.0,27.02,27.02,2013.0,3562.0,002702,3957352.34244,27.02,3562.0,3.9573523424399997,0.0009000967545396183,0.0,0.735479797979798,mid_density,2,0.14285714285714285,-0.2857142857142857,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.42857142857142855,-0.3571428571428571,0.0005614823133071309,0.0008422234699606962,0.00028074115665356543,non-CBD,0
2801,2013,6.0,6.0,40,1,2,0.16666666666666666,0.3333333333333333,0,0,0,0.6931471805599453,0.0,28.01,28.01,2013.0,4356.0,002801,2399887.0529,28.01,4356.0,2.3998870529,0.001815085420264363,0.0,0.990530303030303,high_density,1,0.16666666666666666,0.0,0.16666666666666666,0.5,-0.16666666666666669,0.5,-0.33333333333333337,0.0002295684113865932,0.0004591368227731864,0.0002295684113865932,non-CBD,1
2802,2013,30.0,30.0,41,2,13,0.06666666666666667,0.43333333333333335,0,0,0,2.5649493574615367,0.6931471805599453,28.02,28.02,2013.0,4842.0,002802,3903930.8016,28.02,4842.0,3.9039308016,0.0012402883775541151,0.0,0.9198232323232324,high_density,11,0.36666666666666664,-0.1,0.4666666666666667,0.3333333333333333,0.10000000000000003,0.43333333333333335,-0.3666666666666667,0.002271788517141677,0.0026848409748038,0.0004130524576621231,non-CBD,1
2900,2013,30.0,30.0,42,8,13,0.26666666666666666,0.43333333333333335,0,0,0,2.5649493574615367,2.0794415416798357,29.0,29.0,2013.0,4387.0,002900,3984921.01845,29.0,4387.0,3.9849210184499997,0.0011009001131235458,0.0,0.8623737373737373,mid_density,5,0.16666666666666666,-0.23333333333333334,0.4,0.3333333333333333,0.10000000000000003,0.5666666666666667,-0.3,0.0011397310234784591,0.0029633006610439937,0.0018235696375655346,non-CBD,0
3001,2013,2.0,2.0,43,0,1,0.0,0.5,0,0,0,0.0,-inf,30.01,30.01,2013.0,4445.0,003001,2438714.96536,30.01,4445.0,2.43871496536,0.0018226812330008543,0.0,0.9911616161616161,high_density,1,0.5,0.0,0.5,1.0,-0.5,1.0,-1.0,0.0002249718785151856,0.0002249718785151856,0.0,non-CBD,1
3002,2013,2.0,2.0,44,1,3,0.5,1.5,0,0,0,1.0986122886681098,0.0,30.02,30.02,2013.0,3241.0,003002,2442816.3247,30.02,3241.0,2.4428163247000003,0.001326747315067998,0.0,0.9371843434343434,high_density,2,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.000617093489663684,0.0009256402344955261,0.000308546744831842,non-CBD,1
3100,2013,3.0,3.0,45,0,2,0.0,0.6666666666666666,0,0,0,0.6931471805599453,-inf,31.0,31.0,2013.0,3802.0,003100,4261719.47752,31.0,3802.0,4.26171947752,0.000892128170344163,0.0,0.7272727272727273,mid_density,2,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0005260389268805891,0.0005260389268805891,0.0,non-CBD,0
3200,2013,1.0,1.0,46,2,1,2.0,1.0,0,0,0,0.0,0.6931471805599453,32.0,32.0,2013.0,4397.0,003200,5293091.77232,32.0,4397.0,5.29309177232,0.0008307054154991088,0.0,0.67739898989899,mid_density,-1,-1.0,0.0,-1.0,0.0,1.0,0.0,2.0,-0.00022742779167614282,0.00022742779167614282,0.00045485558335228563,non-CBD,0
3300,2013,5.0,5.0,47,0,2,0.0,0.4,0,0,0,0.6931471805599453,-inf,33.0,33.0,2013.0,5923.0,003300,12468030.2514,33.0,5923.0,12.4680302514,0.00047505499109090816,0.0,0.3140782828282828,low_density,2,0.4,-0.2,0.6000000000000001,0.2,0.2,0.4,-0.4,0.00033766672294445384,0.00033766672294445384,0.0,non-CBD,0
3701,2013,4.0,4.0,49,0,0,0.0,0.0,0,0,0,-inf,-inf,37.01,37.01,2013.0,6399.0,003701,3828073.65981,37.01,6399.0,3.8280736598100003,0.0016715979285303521,0.0,0.9816919191919192,high_density,0,0.0,0.0,0.0,0.25,-0.25,0.25,-0.25,0.0,0.0,0.0,non-CBD,1
3702,2013,3.0,3.0,50,2,1,0.6666666666666666,0.3333333333333333,0,0,0,0.0,0.6931471805599453,37.02,37.02,2013.0,3599.0,003702,2663988.52471,37.02,3599.0,2.66398852471,0.0013509817953858434,0.0,0.9393939393939394,high_density,-1,-0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.3333333333333333,-0.6666666666666666,-0.0002778549597110308,0.0002778549597110308,0.0005557099194220616,non-CBD,1
3800,2013,23.0,23.0,51,7,7,0.30434782608695654,0.30434782608695654,0,0,0,1.9459101490553132,1.9459101490553132,38.0,38.0,2013.0,3734.0,003800,11719003.0386,38.0,3734.0,11.7190030386,0.00031862778665565385,0.0,0.18529040404040403,low_density,0,0.0,-0.08695652173913043,0.08695652173913043,0.2608695652173913,0.043478260869565244,0.34782608695652173,-0.04347826086956519,0.0,0.0018746652383502945,0.0018746652383502945,non-CBD,0
3901,2013,22.0,22.0,52,5,16,0.22727272727272727,0.7272727272727273,0,0,0,2.772588722239781,1.6094379124341003,39.01,39.01,2013.0,6998.0,003901,4524884.08058,39.01,6998.0,4.52488408058,0.0015465589560700959,0.0,0.9712752525252525,high_density,11,0.5,0.09090909090909091,0.40909090909090906,0.6818181818181818,0.045454545454545525,0.5909090909090909,-0.36363636363636365,0.0015718776793369534,0.002286367533581023,0.0007144898542440697,non-CBD,1
3902,2013,8.0,8.0,53,3,7,0.375,0.875,0,0,0,1.9459101490553132,1.0986122886681098,39.02,39.02,2013.0,5920.0,003902,4884109.17767,39.02,5920.0,4.88410917767,0.0012120941167871639,0.0,0.9081439393939394,high_density,4,0.5,0.125,0.375,0.625,0.25,0.5,-0.125,0.0006756756756756757,0.0011824324324324325,0.0005067567567567568,non-CBD,1
4001,2013,16.0,16.0,54,3,9,0.1875,0.5625,0,0,0,2.1972245773362196,1.0986122886681098,40.01,40.01,2013.0,4054.0,004001,3390382.00422,40.01,4054.0,3.39038200422,0.0011957354643087406,0.0,0.9021464646464646,high_density,6,0.375,0.0,0.375,0.1875,0.375,0.1875,0.0,0.0014800197335964479,0.002220029600394672,0.0007400098667982239,non-CBD,1
4002,2013,6.0,6.0,55,3,4,0.5,0.6666666666666666,0,0,0,1.3862943611198906,1.0986122886681098,40.02,40.02,2013.0,4560.0,004002,3711626.82148,40.02,4560.0,3.71162682148,0.001228571787877563,0.0,0.9144570707070707,high_density,1,0.16666666666666666,-0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0002192982456140351,0.0008771929824561404,0.0006578947368421052,non-CBD,1
4101,2013,10.0,10.0,56,5,3,0.5,0.3,0,0,0,1.0986122886681098,1.6094379124341003,41.01,41.01,2013.0,6355.0,004101,4025584.46923,41.01,6355.0,4.02558446923,0.0015786527518116054,0.0,0.9753787878787878,high_density,-2,-0.2,0.2,-0.4,0.3,0.0,0.1,0.4,-0.0003147128245476003,0.00047206923682140047,0.0007867820613690008,non-CBD,1
4201,2013,6.0,6.0,59,0,4,0.0,0.6666666666666666,0,0,0,1.3862943611198906,-inf,42.01,42.01,2013.0,5745.0,004201,3892831.88014,42.01,5745.0,3.89283188014,0.0014757893936568844,0.0,0.9621212121212122,high_density,4,0.6666666666666666,-0.16666666666666666,0.8333333333333333,0.5,0.16666666666666663,0.6666666666666666,-0.6666666666666666,0.0006962576153176675,0.0006962576153176675,0.0,non-CBD,1
4202,2013,10.0,10.0,60,2,2,0.2,0.2,0,0,0,0.6931471805599453,0.6931471805599453,42.02,42.02,2013.0,5189.0,004202,4880089.89591,42.02,5189.0,4.88008989591,0.001063300084768704,0.0,0.8418560606060606,mid_density,0,0.0,-0.4,0.4,0.0,0.2,0.4,-0.2,0.0,0.0003854307188282906,0.0003854307188282906,non-CBD,0
5600,2013,4.0,4.0,63,1,0,0.25,0.0,0,0,0,-inf,0.0,56.0,56.0,2013.0,1188.0,005600,9047139.02507,56.0,1188.0,9.04713902507,0.0001313122299445164,0.0,0.06439393939393939,low_density,-1,-0.25,0.25,-0.5,0.25,-0.25,0.0,0.25,-0.0008417508417508417,0.0,0.0008417508417508417,non-CBD,0
6000,2013,12.0,12.0,64,0,4,0.0,0.3333333333333333,0,0,0,1.3862943611198906,-inf,60.0,60.0,2013.0,5740.0,006000,11755567.3676,60.0,5740.0,11.7555673676,0.0004882792825312923,0.0,0.32386363636363635,low_density,4,0.3333333333333333,0.08333333333333333,0.25,0.25,0.08333333333333331,0.16666666666666666,-0.16666666666666666,0.0006968641114982578,0.0006968641114982578,0.0,non-CBD,0
6300,2013,2.0,2.0,67,1,1,0.5,0.5,0,0,0,0.0,0.0,63.0,63.0,2013.0,3920.0,006300,5981063.15391,63.0,3920.0,5.98106315391,0.0006554018740693916,0.0,0.5129419191919192,mid_density,0,0.0,-0.5,0.5,0.5,0.0,1.0,-0.5,0.0,0.00025510204081632655,0.00025510204081632655,non-CBD,0
6400,2013,1.0,1.0,68,0,0,0.0,0.0,0,0,0,-inf,-inf,64.0,64.0,2013.0,3733.0,006400,7024535.46925,64.0,3733.0,7.02453546925,0.000531423040903026,0.0,0.3721590909090909,low_density,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,non-CBD,0
6600,2013,5.0,5.0,69,2,1,0.4,0.2,0,0,0,0.0,0.6931471805599453,66.0,66.0,2013.0,3598.0,006600,7010461.31332,66.0,3598.0,7.0104613133199996,0.0005132329869881368,0.0,0.3494318181818182,low_density,-1,-0.2,0.0,-0.2,0.4,-0.2,0.4,0.0,-0.00027793218454697053,0.00027793218454697053,0.0005558643690939411,non-CBD,0
6700,2013,2.0,2.0,70,2,3,1.0,1.5,0,0,0,1.0986122886681098,0.6931471805599453,67.0,67.0,2013.0,7216.0,006700,10789386.326,67.0,7216.0,10.789386325999999,0.000668805415059711,0.0,0.5315656565656566,mid_density,1,0.5,-0.5,1.0,0.0,1.5,0.5,0.5,0.0001385809312638581,0.0004157427937915743,0.0002771618625277162,non-CBD,0
7000,2013,2.0,2.0,71,1,2,0.5,1.0,0,0,0,0.6931471805599453,0.0,70.0,70.0,2013.0,4595.0,007000,5054907.28973,70.0,4595.0,5.05490728973,0.0009090176607859082,0.0,0.7436868686868687,mid_density,1,0.5,-0.5,1.0,0.0,1.0,0.5,0.0,0.0002176278563656148,0.0004352557127312296,0.0002176278563656148,non-CBD,0
7101,2013,2.0,2.0,72,1,1,0.5,0.5,0,0,0,0.0,0.0,71.01,71.01,2013.0,3145.0,007101,2725929.53716,71.01,3145.0,2.72592953716,0.0011537348846062277,0.0,0.8857323232323232,mid_density,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0003179650238473768,0.0003179650238473768,non-CBD,0
7200,2013,2.0,2.0,74,1,0,0.5,0.0,0,0,0,-inf,0.0,72.0,72.0,2013.0,4597.0,007200,5409892.45933,72.0,4597.0,5.40989245933,0.0008497396269073574,0.0,0.6931818181818182,mid_density,-1,-0.5,-0.5,0.0,0.0,0.0,0.5,0.0,-0.00021753317380900588,0.0,0.00021753317380900588,non-CBD,0
7300,2013,1.0,1.0,75,0,1,0.0,1.0,0,0,0,0.0,-inf,73.0,73.0,2013.0,3238.0,007300,4167411.76451,73.0,3238.0,4.16741176451,0.0007769810575415316,0.0,0.6316287878787878,mid_density,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.00030883261272390367,0.00030883261272390367,0.0,non-CBD,0
7400,2013,6.0,6.0,76,1,1,0.16666666666666666,0.16666666666666666,0,0,0,0.0,0.0,74.0,74.0,2013.0,4283.0,007400,7271548.65445,74.0,4283.0,7.27154865445,0.0005890079546368592,0.0,0.43529040404040403,low_density,0,0.0,0.3333333333333333,-0.3333333333333333,0.8333333333333334,-0.6666666666666667,0.5,-0.33333333333333337,0.0,0.00023348120476301658,0.00023348120476301658,non-CBD,0
7700,2013,2.0,2.0,77,0,1,0.0,0.5,0,0,0,0.0,-inf,77.0,77.0,2013.0,2345.0,007700,3466166.28063,77.0,2345.0,3.46616628063,0.0006765399609085632,0.0,0.54135101010101,mid_density,1,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.00042643923240938164,0.00042643923240938164,0.0,non-CBD,0
7800,2013,21.0,21.0,78,5,3,0.23809523809523808,0.14285714285714285,0,0,0,1.0986122886681098,1.6094379124341003,78.0,78.0,2013.0,3967.0,007800,4600586.17833,78.0,3967.0,4.6005861783299995,0.0008622814237641366,0.0,0.7039141414141414,mid_density,-2,-0.09523809523809523,-0.23809523809523808,0.14285714285714285,0.14285714285714285,0.0,0.38095238095238093,-0.14285714285714285,-0.0005041593143433325,0.0007562389715149988,0.0012603982858583312,non-CBD,0
7900,2013,2.0,2.0,79,2,2,1.0,1.0,0,0,0,0.6931471805599453,0.6931471805599453,79.0,79.0,2013.0,4360.0,007900,4068519.26029,79.0,4360.0,4.06851926029,0.0010716429543679298,0.0,0.8465909090909091,mid_density,0,0.0,0.5,-0.5,1.0,0.0,0.5,0.5,0.0,0.00045871559633027525,0.00045871559633027525,non-CBD,0
8000,2013,7.0,7.0,80,2,0,0.2857142857142857,0.0,0,0,0,-inf,0.6931471805599453,80.0,80.0,2013.0,3851.0,008000,4633831.44234,80.0,3851.0,4.63383144234,0.0008310617353952166,0.0,0.6789772727272727,mid_density,-2,-0.2857142857142857,0.2857142857142857,-0.5714285714285714,0.2857142857142857,-0.2857142857142857,0.0,0.2857142857142857,-0.0005193456245131135,0.0,0.0005193456245131135,non-CBD,0
8200,2013,1.0,1.0,83,0,1,0.0,1.0,0,0,0,0.0,-inf,82.0,82.0,2013.0,7548.0,008200,9087194.92579,82.0,7548.0,9.087194925790001,0.0008306193563184527,0.0,0.6770833333333334,mid_density,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.00013248542660307367,0.00013248542660307367,0.0,non-CBD,0
8301,2013,1.0,1.0,84,0,1,0.0,1.0,0,0,0,0.0,-inf,83.01,83.01,2013.0,4399.0,008301,5570578.17821,83.01,4399.0,5.57057817821,0.0007896846358259953,0.0,0.641729797979798,mid_density,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.00022732439190725165,0.00022732439190725165,0.0,non-CBD,0
8302,2013,1.0,1.0,85,0,1,0.0,1.0,0,0,0,0.0,-inf,83.02,83.02,2013.0,4136.0,008302,4576988.05409,83.02,4136.0,4.57698805409,0.0009036510366908359,0.0,0.7380050505050505,mid_density,1,1.0,2.0,-1.0,2.0,-1.0,0.0,0.0,0.00024177949709864604,0.00024177949709864604,0.0,non-CBD,0
8400,2013,3.0,3.0,86,1,0,0.3333333333333333,0.0,0,0,0,-inf,0.0,84.0,84.0,2013.0,5133.0,008400,5400678.01454,84.0,5133.0,5.4006780145399995,0.0009504362204487395,0.0,0.7780934343434344,mid_density,-1,-0.3333333333333333,-1.0,0.6666666666666667,0.0,0.0,1.0,-0.6666666666666667,-0.0001948178453146308,0.0,0.0001948178453146308,non-CBD,0
