tract,year,New open,count,is_cbd,post_covid,DID,open_ln,tr_x,population,yr,TRACTCE10,SHAPE_AREA,tr_y,pop,density,post covid * density,density_rank,density_group
701.0,2017,15,91.0,1,0,0,2.70805020110221,,,,,,,,,,,low_density
701.0,2018,23,91.0,1,0,0,3.1354942159291497,,,,,,,,,,,low_density
701.0,2019,9,91.0,1,1,1,2.1972245773362196,,,,,,,,,,,low_density
701.0,2020,41,91.0,1,1,1,3.713572066704308,701.0,1665.0,2020.0,,,,1.665,,,,low_density
701.0,2021,8,91.0,1,1,1,2.0794415416798357,,,,,,,,,,,low_density
702.0,2013,9,30.0,1,0,0,2.1972245773362196,,,,,,,,,,,low_density
702.0,2014,4,30.0,1,0,0,1.3862943611198906,,,,,,,,,,,low_density
702.0,2015,4,30.0,1,0,0,1.3862943611198906,,,,,,,,,,,low_density
702.0,2016,6,30.0,1,0,0,1.791759469228055,,,,,,,,,,,low_density
702.0,2017,5,30.0,1,0,0,1.6094379124341003,,,,,,,,,,,low_density
702.0,2018,9,30.0,1,0,0,2.1972245773362196,,,,,,,,,,,low_density
702.0,2019,7,30.0,1,1,1,1.9459101490553132,,,,,,,,,,,low_density
702.0,2020,15,30.0,1,1,1,2.70805020110221,702.0,2114.0,2020.0,,,,2.114,,,,low_density
702.0,2021,6,30.0,1,1,1,1.791759469228055,,,,,,,,,,,low_density
801.0,2013,1,3.0,1,0,0,0.0,801.0,1729.0,2013.0,000801,1236167.55109,801.0,1.729,1.3986777103762684,0.0,0.05500381970970206,high_density
