lat,lng,tract
39.96065052505649,-75.18916257111265,009000
40.04050745341959,-75.10403856604815,030501
39.93048297139463,-75.16964622033693,003001
40.067813060882806,-75.17929445490347,026100
39.96139951761749,-75.22166224757838,009300
39.941929810471,-75.15313658313602,001500
39.95400077570204,-75.15718416550222,000200
40.03170430797741,-75.16702202887993,024500
40.00030708868125,-75.15622455816204,020101
40.051986498175886,-75.01004707502842,034801
39.99364667194213,-75.0952607737023,037900
40.04369604575096,-75.12714354829612,027401
39.91984832324136,-75.17211815547427,003902
40.12438546325131,-75.01453710921191,036501
39.92186960819991,-75.18787520910334,003800
39.94777379333079,-75.16207956829429,000901
40.03086746534928,-75.22542233549866,021400
39.92313482147679,-75.16280562950482,004101
39.98218491872112,-75.15657732019544,037700
39.91991961708428,-75.23398114045789,006200
39.98233218076896,-75.10962674853096,018001
39.94767905466131,-75.23326612935291,008101
40.03221555867376,-75.06474064770937,031700
39.93796609425016,-75.23082583387469,007102
39.96896428345869,-75.22901402918359,010200
40.01974760439522,-75.1742806551727,024300
39.91712035691303,-75.23668352372681,006200
39.99917289608635,-75.17148324420361,017202
39.92871360104839,-75.17330948247583,003001
39.96192278606794,-75.15499749236345,037600
40.01020033556716,-75.16677838883484,020500
39.92607650688824,-75.2276394424748,006700
39.97130616385076,-75.22891970585384,011200
39.93737587276514,-75.14997324052862,001700
40.00814347602967,-75.1730906363426,017000
39.93964228579605,-75.15788554378368,001800
39.99422466542956,-75.14733128494312,017500
40.0795368718648,-75.17399539238146,025900
39.95867422995296,-75.2467784584573,008301
40.07998127930394,-75.02555194962382,980300
39.99119587028958,-75.14468664343866,016400
40.04606938275165,-75.15557761665214,027901
39.99278099077178,-75.14758307884722,016400
39.99282409970666,-75.1834493788859,016902
39.94968374269048,-75.16374166812716,000600
39.95498972011836,-75.20269814740793,008802
39.94966367354571,-75.1524971905522,000500
39.9424112667846,-75.15089862681286,001001
40.05467327522664,-75.12565309938125,027100
39.88816584765669,-75.24644893619846,980901
39.99024881454788,-75.14743169351215,016400
39.95668552770172,-75.160751946955,000200
39.948202644588,-75.16258795939397,000901
40.01539979135372,-75.1366549305986,019700
40.00418877366173,-75.1707577539886,017100
39.94976985217368,-75.14452893410002,000101
39.95524881595978,-75.15625057273381,000200
40.02485850056286,-75.22151374861407,021000
39.9217134045492,-75.1601620744747,004101
40.05155326453095,-75.18549520963148,023700
39.97757965091266,-75.25070711879594,011500
40.13128400990196,-75.01308639734395,036501
39.9353569862817,-75.15844743772817,002400
40.02581895626744,-75.22304400534016,021400
39.94944931960237,-75.16733033007368,000806
40.05719818814465,-75.01360114928839,034802
40.04434245246768,-75.23012538705846,021600
40.02760687153796,-75.11777662623427,029000
39.95638960993647,-75.17314879526675,000300
40.05926037877492,-75.18990534153559,025500
40.05526890881721,-75.06275104923058,033500
40.00619163402536,-75.07764912734925,038000
39.90242978736036,-75.24163470046237,005600
40.04288234092383,-75.07456654528643,031101
40.05911975838018,-75.19043776236106,038800
40.06047197766839,-75.19040789738577,025500
39.97074346515016,-75.14875776709248,014100
39.94960181223559,-75.16115672459135,000600
39.91536026020096,-75.15859445143136,004104
40.0450933416202,-75.16573076929004,024800
39.95589910183375,-75.24173678906716,008302
39.9507527764596,-75.16814015016914,000701
40.05132818259352,-75.15074404854981,027700
39.94968619781572,-75.14599297174325,000101
39.929740819405474,-75.18381759082929,003701
39.97036054777168,-75.23764509389845,010100
39.94193393413424,-75.1493293179476,001002
39.96759108732597,-75.20332868802204,010700
39.98119660041147,-75.17878701458274,014900
40.06854500504399,-75.18051118066552,026100
40.00561207963059,-75.13694353759713,038301
40.02718267892264,-75.07918705302242,030200
39.9265591598983,-75.17763320663279,003701
39.94838050911453,-75.17448700537973,000803
39.95141947128548,-75.24322397699856,008200
40.02909397241024,-75.03663805752721,032600
40.01782757303637,-75.13349457838164,038301
40.0512808085322,-75.19034028613308,023700
39.94182970662074,-75.16189826056616,001500
39.94479114336536,-75.18003292346849,001302
39.98116861144764,-75.17857263505151,014900
40.00796301221183,-75.17372259546995,017000
40.02448765604736,-75.04660728418212,032500
39.97891822057253,-75.24254117441791,011400
39.95230708023332,-75.17316588864634,000404
40.04531719318064,-75.2326629145943,021600
39.97441271213407,-75.18370745633918,013702
40.03330826117869,-75.12367427386951,027300
40.02540379961695,-75.13070405118759,028600
39.92166587696151,-75.23048016647081,006200
39.93424613909416,-75.18899623555754,003200
40.05602330530973,-75.04637748249937,033300
39.93701304925344,-75.19069364951912,003300
40.02625258499379,-75.22408406274724,021400
40.02598208783184,-75.22522388945028,021400
39.99286420441072,-75.15952976575474,016702
40.007485546948345,-75.099509247632,019000
40.01969618925303,-75.13389279406965,028700
40.00641504616223,-75.14098800355528,019900
39.9573827078089,-75.18248115740076,980003
39.95458245765104,-75.18480013185639,036902
40.05869193593773,-75.05952034169879,033600
40.10581631601524,-75.0329672828417,035701
39.99262404683135,-75.12073746896674,017702
40.0476938892964,-75.15589526813127,027901
39.95695532562458,-75.19701800860072,009100
40.13262448138243,-75.01190797133702,036501
39.97418563380761,-75.18254915545042,013702
39.92633286315503,-75.16644019909623,004001
39.95116732278005,-75.16349321804971,000500
40.01775857075668,-75.06173563571866,032100
39.94820418718356,-75.15930818124562,000902
40.04337915584596,-75.14465157911222,027800
39.91844066853309,-75.17063140704069,004002
39.9944818599548,-75.13946866232284,017601
39.94803334795253,-75.14315713211172,001002
40.04700388936445,-75.09692547545532,030600
39.93572674737944,-75.22305188817862,007000
39.97009170147776,-75.14600028541487,014201
40.04580687657055,-75.15052329737502,027901
40.007490168959,-75.14884597080415,020300
39.98838337310823,-75.10953926711808,017900
39.97271484313698,-75.22582508382831,011100
39.9670603349192,-75.24623232729681,009600
39.9143521302282,-75.17811330062239,003800
39.96305734125973,-75.16415893778712,013300
39.99623212066204,-75.09050764188925,037900
39.94188254370688,-75.15260293038065,001500
39.984403871669,-75.1597448634611,015300
40.02404182790234,-75.10883489880139,029200
39.99708437399652,-75.11190354978946,018801
39.94347469151956,-75.21040978615939,007400
39.92629065049581,-75.16735776136846,004001
40.00883332204976,-75.15167781415596,020102
39.97360042147125,-75.2039429593861,011000
39.91396115540152,-75.15293664595647,037200
40.03539375484917,-75.049158634643,031501
40.01218378546449,-75.13881221311033,019800
39.93516619003992,-75.15321189065384,002500
39.98077622752917,-75.13479619389702,015700
40.00071318453045,-75.13267985406934,019501
40.02006341224395,-75.11403430879783,028901
39.96211306089384,-75.22809477646044,009300
39.89122901883259,-75.17241145967175,989200
39.98343914971103,-75.2446456639303,011400
39.98241830146392,-75.18805433472376,014900
40.03432793371166,-75.21655063749978,021300
40.02592245149408,-75.22430067208892,021400
40.02750302114276,-75.22608173105594,021400
39.97722293083847,-75.2662821324851,009801
39.95405725281751,-75.15756484112536,000200
40.04807828017236,-75.1446665376705,027800
39.93791903004245,-75.16100090439885,002400
39.99109071983733,-75.14635098963691,016400
39.992183127218944,-75.1010049488109,038200
39.950637917086695,-75.22713607623892,008000
40.00720056051176,-75.14989725271813,020300
39.95508030525743,-75.22621808154429,008500
39.98661690229686,-75.16016103211557,015300
40.006638017013,-75.10734291159363,019100
39.94898920302448,-75.15706801343744,000600
39.92064971468783,-75.16651617148477,004002
39.95510063463514,-75.2085582891759,008702
39.95335621845872,-75.24281501813297,008302
40.0577617758108,-75.01556828620313,034801
39.9339108583661,-75.18041342216966,003100
39.99699765617844,-75.11916289933018,017701
39.976189620119605,-75.23972345602458,011400
39.95962946258236,-75.24148743235106,008302
39.99093014499741,-75.22709188131113,011900
40.05096120441578,-75.1496085716182,027700
40.05211219381008,-75.17341731862969,038900
40.04491896451265,-75.08798239070117,030900
40.029782624349096,-75.08175505307614,030200
39.94926490243248,-75.16178005634775,000600
39.96189112712696,-75.15407514230122,037600
40.04281935037624,-75.1288207197475,027401
39.95337802585559,-75.16589367055539,000403
40.00740227755711,-75.18568192506658,017000
39.94153326227367,-75.15103342870361,001600
39.95841709164775,-75.23570132550789,008400
39.92546149735245,-75.17083427246627,003901
39.93489377341489,-75.1988758707261,003300
39.93901184475354,-75.17035045227354,001900
39.94028979919624,-75.15092531392588,001600
39.935912651152265,-75.16913135491181,002200
39.97134384532336,-75.21019275901746,010700
40.04030298056556,-75.16039986899021,024700
39.95730410247474,-75.22373126934889,008500
39.97472733318013,-75.18269773384402,013702
39.92140529670012,-75.15832733939408,004101
39.95064783504042,-75.23920745356521,008200
39.94225279186931,-75.15539682332405,001500
40.0575829159266,-75.19091069751586,038800
40.0739556397004,-75.16682320733851,026000
40.02706704223299,-75.22658601402783,021400
39.92676415755543,-75.15375692261163,002701
40.01468471658341,-75.08639699792167,029300
40.05149721464208,-75.23654407844023,021900
39.97544385885279,-75.16863413987056,013900
39.92419860671068,-75.24043087777605,006400
39.98904411613873,-75.24982866151502,037500
39.99114576729789,-75.14870076237497,016500
39.95961914603805,-75.22381413441587,008500
39.92287447515006,-75.1931782276592,003600
40.033826555096304,-75.07212554455649,031800
40.06006822574278,-75.1498947864378,026600
39.92338965701372,-75.16106351677213,004101
40.03075115919216,-75.0832241786437,030200
40.03473653983135,-75.0439564435185,032600
39.95696952081492,-75.22738270220174,008500
39.97708775598984,-75.26604240061666,009801
40.03626830105072,-75.17460930716837,024600
39.98253279007584,-75.17675366577514,014900
39.99322902724453,-75.14018482012193,017500
39.93500110801372,-75.18460569931852,003200
39.98390714538907,-75.11989434367298,016002
40.03818695288837,-75.12979241485219,027401
39.93131138380638,-75.18519067618622,003200
39.99228216702886,-75.13082857492645,017601
39.9491585555666,-75.21420935432091,007900
39.92613345944471,-75.23399265621752,006600
40.021521255194486,-75.05105188107468,032300
39.93725149425104,-75.1771139900975,002100
39.97947947519036,-75.16228780887492,014700
39.95089133488992,-75.16636570778283,000701
39.95026886309845,-75.1510387025078,000101
39.98511887101318,-75.13194947708895,016100
39.92874412800754,-75.22934590932773,006600
40.04184051238634,-75.02908875671584,033102
39.94081965821783,-75.21223202691921,007400
39.94864376619656,-75.23871188365311,008101
39.94727397049223,-75.23953623993617,008101
40.01726989364076,-75.13889376484357,019700
39.94837332992952,-75.21742133870963,007800
39.98097928250196,-75.17415679031109,014900
39.94373801308269,-75.16764295036889,001400
40.01089484044586,-75.13877657815243,019800
39.96119463047943,-75.14154226095198,036700
39.95567031120997,-75.19782242101512,008801
40.00351897038141,-75.14999776934351,020000
39.93229166809616,-75.171197064474,003002
39.99048098634464,-75.10419333973395,038200
39.98140925903432,-75.17379555581276,014900
39.9631072670897,-75.20271535330471,010600
39.95372709487593,-75.22594918839148,008500
39.94850568831384,-75.1434752019242,000101
39.94969143256967,-75.143634316037,000101
39.9520897319296,-75.17198996488747,000404
39.944057070261,-75.1675912644695,001204
39.96446083633008,-75.23445083874059,009400
39.949126746792,-75.14360922688181,000101
39.94372324136226,-75.16737992950982,001400
39.91899912894012,-75.15892335176665,004103
40.04021726665528,-75.06628955289408,031300
40.07372054980648,-75.16715176185924,026000
39.97157808016623,-75.22616057956279,011100
39.98279316119928,-75.17673045536095,015102
40.031904883368426,-75.12287287789442,028600
39.95536843130228,-75.23419432323108,008400
39.98188696467592,-75.17396560849798,014900
39.961654068564286,-75.2403360441253,008302
39.92079131149799,-75.14688426145409,980702
39.96273075294128,-75.24503476541818,009600
40.02116281273332,-75.12498806378778,028800
39.99055156667514,-75.11510005127025,017800
39.92429139265287,-75.23654990895406,006300
40.03458589759218,-75.21588699838853,021200
40.02766342429079,-75.09657499065023,039002
39.93379139225558,-75.1637129964111,002300
39.97295585988008,-75.12810720416739,015800
40.02587966107367,-75.22411029030519,021400
39.93485985593348,-75.18166412826528,003200
39.94718170306,-75.15746518640114,000902
40.00400718332822,-75.16956800869085,017100
40.02201457682931,-75.13394878647651,028700
40.02114830334376,-75.14823682737196,020400
40.0329915472962,-75.18072643863393,024100
39.91494425603977,-75.15830687501968,037200
39.9611562189867,-75.14865974385434,037600
39.95390740955245,-75.24027713312499,008302
40.03487233017941,-75.21637781334925,021200
39.91114138534,-75.24330494495449,005500
39.94572212634496,-75.21391451381515,007800
40.01124827023384,-75.14283993120353,019800
39.94647692492828,-75.18071335359251,001201
40.02438874069984,-75.04682343333378,032500
39.96290552232856,-75.15610516926914,013200
39.93695778792267,-75.19828205699305,003300
39.94173416334644,-75.14934350183016,001002
39.92730959245311,-75.23240198913602,006600
40.04564637064305,-75.12542386534106,027100
40.03410416299901,-75.02606276704356,032900
40.033253313046615,-75.16468302460241,024500
40.03838464513692,-75.12975767594764,027401
39.91919753455623,-75.16047079942551,004103
39.95522323053248,-75.15605638006015,000200
40.02776652810463,-75.1469077913537,028300
39.95501097133152,-75.15565350861827,000200
40.01534526252336,-75.0729146355558,029900
39.94086823479432,-75.1495154992878,001600
39.943907939646266,-75.22809254038475,007102
40.02657400297311,-75.20954881825841,021000
39.9185161490494,-75.17258726633592,003902
40.04199079898402,-75.04490139994269,033200
39.99353152716285,-75.1862281330113,016902
39.93637644560904,-75.1934234647868,003300
39.93701144501608,-75.18818133736923,002000
39.97809810019301,-75.17016116760188,013900
40.0114752111641,-75.11492039764309,989300
39.95382647203415,-75.23017299509513,008102
39.97033473449071,-75.14418007434666,014400
40.07959616551372,-75.17285909255818,025900
40.0596998482182,-75.18989894547501,025500
40.02967215778119,-75.1650290153652,024200
39.96365122349378,-75.15707405653491,013200
40.01903738956391,-75.05717110284752,032100
40.05264781753269,-75.06800093050164,033500
39.9946768892395,-75.18365263571901,016902
39.96901873131623,-75.1345724195276,014400
39.92640007058144,-75.16527010325439,002802
40.06082739629949,-75.18934921656172,025500
39.9900570900702,-75.1601272338514,016702
39.94289632692495,-75.17888612133068,001302
40.05593601436176,-75.00368281972128,034803
39.9347474534415,-75.17956671473392,003100
39.97959161144848,-75.22028937283801,011100
40.0331967934718,-75.11631049052959,027300
39.95785541963013,-75.24379025812006,008301
39.98683244052884,-75.125806126773,016100
39.98356500558658,-75.12937327023675,016100
39.99486726300624,-75.15038737176732,017400
39.96847879471262,-75.1769877354689,013601
40.03708949850584,-75.08873957362992,039001
39.97641989284928,-75.23392192655022,011200
40.04182652969583,-75.14365822116912,027600
40.05432398454764,-75.15549414336576,026500
40.02931354874708,-75.11956548089672,029000
39.93516661355324,-75.15885564386487,002300
40.03112757543519,-75.13960194015829,028300
39.94863374243816,-75.14420549478403,000101
39.95054874483174,-75.14614625931235,000101
39.916014034668,-75.1636145620328,004104
39.929099386307264,-75.16406645124688,002802
39.95434967379428,-75.22974151592928,008500
39.94881829939074,-75.14565446866506,000101
39.952566051957824,-75.16054569061772,000500
39.92470547033568,-75.22634928291346,006700
39.961975256789536,-75.15595424575245,037600
39.9849835914937,-75.12454596092661,016100
39.99626171209757,-75.23401539174166,012000
39.94977998546116,-75.14445139991861,000101
39.99291260949365,-75.12313056828849,017702
39.94086502380031,-75.15114737607603,001600
39.954262101089576,-75.21159569073497,008701
39.93778399577258,-75.14828416647676,001700
39.936095946977936,-75.15666914080533,002400
39.89090097998972,-75.2336820830459,980901
40.08459519173415,-74.97315379467507,036203
39.98867540756383,-75.0959013629262,037900
39.9881709035602,-75.15894055892832,016702
39.930951877911575,-75.2276311072048,006600
40.06149720305834,-75.05504359075135,033600
39.9745357245771,-75.13294868244611,015800
40.04837262997808,-75.06926947426714,031000
39.92942079958021,-75.16371006040954,002802
39.91383250537093,-75.15359018609541,037200
40.02049813975725,-75.11749717003836,028901
39.95136924339917,-75.20959698825361,008701
39.954569878887895,-75.17051119994514,000404
39.917218370722246,-75.1646179061233,004002
39.955096416928,-75.15620506913854,000200
40.04376947045306,-75.10637151095291,030502
39.96413084853943,-75.1994385225445,010800
39.95579519627193,-75.19466626952823,036902
40.02504989766332,-75.22206506845174,021000
40.03502861634946,-75.13112354289848,027500
40.03263307636711,-75.23236785806934,021500
39.97428986267119,-75.18308404582488,013702
39.9177720778258,-75.15943337215036,004104
40.02227496065301,-75.11825326363937,028901
39.99451453221484,-75.15372704034179,017400
39.96174430846106,-75.21808395701105,010400
40.05683680669242,-75.01403222645106,034801
39.9168636341598,-75.24572261959841,006300
39.99328649962762,-75.09851799563984,038200
39.99344133829696,-75.10980387741668,018801
39.890288352419525,-75.186889004048,989200
40.06949742827162,-75.0809331120106,033900
39.92434085645648,-75.23307750627875,006300
40.04745136030071,-75.15372406478164,027901
39.93185500415997,-75.16847441525206,003002
40.02480176474041,-75.12351618546583,028800
39.98520546838117,-75.10979640171335,018002
40.04723590708903,-75.09734251299021,030600
39.95285126305792,-75.17045512002679,000404
39.93679180666768,-75.15479467339681,002400
39.93234272971421,-75.16112878988093,002900
40.06212517439808,-75.19121105867453,025600
40.02843196440804,-75.1776513819144,024000
39.99555091220429,-75.14370780888048,017500
39.93296600748377,-75.22425190576926,007000
40.03680371454461,-75.13077261802506,027500
40.06745422668941,-75.00510613897674,034803
39.94965546879003,-75.14511389723198,000101
40.04493022426573,-75.16497670030309,024700
39.92844355276311,-75.15555757442417,002801
39.958168848538776,-75.23370690756128,008400
40.01112899880248,-75.14193740424719,019800
39.97553032173998,-75.24201147856819,010100
39.98752534960353,-75.10931949195773,017900
40.0052375007738,-75.15074470305119,020000
39.99575281791263,-75.1396303104325,017500
39.99196297527104,-75.1118883150574,017800
39.95942765780804,-75.20234044104892,009200
39.92719578202168,-75.17871007650166,003701
39.96564245364345,-75.24576111352796,009600
39.93100421015637,-75.14769737194759,002702
40.02785460105565,-75.13978981714578,028400
39.95037877819527,-75.14462894017697,000101
40.03300334273568,-75.08532339174165,039001
40.00632640904029,-75.13983881994407,019900
39.9344038089038,-75.1589821817418,002300
39.97552416503916,-75.24206522778988,010100
40.01677276437559,-75.13455150310578,038301
40.00002644214055,-75.12685262816497,019501
40.00961832101181,-75.1518189264583,020102
39.95152806366946,-75.20334537477578,008802
39.93346956535736,-75.17569453173255,003100
40.02806014762732,-75.03534975400734,032600
39.95271639345045,-75.17635751224078,000401
40.03957105724452,-75.07683094948676,031300
39.93674815410088,-75.16275916300208,002400
40.035145354592046,-75.21781356220788,021300
40.0043761727942,-75.15282836397235,020101
40.02838981932943,-75.14659594448345,028300
39.99480065335487,-75.09641928208191,038200
40.029217042154215,-75.22345713623163,021400
40.0304527628432,-75.11872337657775,029000
39.93388866568804,-75.15173586424997,002500
39.99784130352905,-75.10288764735034,018802
39.95652476396195,-75.21160757135756,008602
40.04764213258003,-75.15070134127274,027800
39.94896503351056,-75.14610450239994,000101
39.93878094392837,-75.22372272294938,007101
39.99771487120616,-75.13136953099769,017602
39.89580528663858,-75.2363853413302,980901
40.023380986124295,-75.14999225661003,028000
39.92008328499973,-75.16749817971257,004002
39.91964918833949,-75.16352329926934,004103
39.97311889485592,-75.13375114183079,015800
39.9652560119336,-75.16039736394835,013200
40.03395577404845,-75.1307184740273,027401
39.95849943643381,-75.19923420530982,009100
39.94445635219872,-75.21271785614113,007400
39.99075379491968,-75.16515910181234,016800
39.94083516806664,-75.22656950674664,007102
39.93846123229324,-75.150099231974,001700
39.97528069438211,-75.14158030576209,015600
39.97808003772053,-75.13395652331714,015700
39.95195987043133,-75.17471055113096,000702
40.00787887246442,-75.1056842780821,019100
39.937588707526,-75.1573836053731,002400
39.954040104829005,-75.15590763193754,000200
39.98184458890864,-75.12693468638146,016100
40.0269462896379,-75.13294561938125,028500
40.03225878346221,-75.06302859284905,031600
39.96966025676929,-75.2133437216485,010500
39.94292777552976,-75.1578993607465,001102
39.917536173962894,-75.15815622297242,004104
40.05355706687576,-75.09206096086503,030700
39.9504308094813,-75.14519811750175,000101
39.98173365720553,-75.17357228955962,014900
39.92527125542351,-75.14587704576458,980702
39.97558300276005,-75.16871718585756,013900
40.04999257027927,-75.06289593608521,033500
39.94978935194096,-75.16075333694887,000600
39.96759855995297,-75.24917896984837,010000
39.99649681347008,-75.10676605491892,018801
40.06605622484397,-74.99533383987004,035301
39.96109475908787,-75.14378000998755,036700
39.937975240460105,-75.17310498460755,002200
39.92457587546453,-75.17267035726007,003901
39.9390192832115,-75.1495312697649,001700
39.94439901335636,-75.17055814490371,001204
39.95059749820837,-75.16965612589989,000701
39.94453141127845,-75.17403930666136,001400
39.99607212199872,-75.1537178618566,017400
40.03258907541927,-75.08451213622457,031102
39.99707077943128,-75.11274586994125,017701
39.97471033012184,-75.18257071093323,013702
39.94801960728678,-75.22085896184055,007800
39.97923459209903,-75.17455525870217,013800
40.03548831848661,-75.12479239935104,027402
39.99951746565792,-75.13906307170619,017500
39.95117166141444,-75.23073900123477,008102
40.04562061488505,-75.17621876226386,025200
40.08766769343018,-74.99471938633808,980300
39.95390926298023,-75.1560309767137,000200
40.00507310221784,-75.11617090173391,989300
39.92557756570167,-75.15896573567383,002801
40.03431961927468,-75.2168072505478,021300
39.99912911633418,-75.16919561797356,017201
40.02477325279518,-75.12333525586521,028800
40.0792670061059,-75.17425230853513,025900
40.05727016744223,-75.06084123900222,033600
40.03763670162439,-75.12944310435914,027401
39.99417328523096,-75.13104148756699,017601
39.9265407616096,-75.16767870628752,002900
39.99855872388213,-75.16709755438708,017201
40.04662535435462,-75.05893126226346,031402
39.99959481865783,-75.1099334205534,019200
40.0559501083513,-75.14136987668155,026800
39.96713838630716,-75.17531392991891,013401
39.96879550585648,-75.18056744526234,013601
40.02077940674505,-75.05376114875182,032300
40.02101255303702,-75.11604827847223,028902
39.99363958809823,-75.14035448020238,017500
40.0272475851278,-75.08476582726837,030200
39.96825016750552,-75.1274151309389,014300
39.93675543720949,-75.21887396693238,007000
39.93663755847568,-75.16211510790818,002400
40.04342492756364,-75.10312407955703,030502
40.05867680283978,-75.07834235894843,033800
40.02460662786389,-75.04190726883633,032500
39.97150728438511,-75.19563451750851,980002
39.9988974357052,-75.0998172225198,018802
39.93781189842556,-75.15787042541264,002400
39.9978076138688,-75.12179420810288,017702
39.95731007496381,-75.24196463597836,008302
39.996660644686,-75.12803419597671,017602
39.92778657428912,-75.23729316691033,006400
39.98975160866439,-75.14768075657332,016500
39.99843833308488,-75.11027341564963,019200
39.95912791692773,-75.23268784062851,008400
40.01815313277872,-75.08279382775012,030000
39.95151977755653,-75.1666513036903,000403
39.93823052366318,-75.19939680353971,980903
39.92746941196797,-75.16380071572131,002802
39.97752131117932,-75.18307995822067,013702
39.95661193383344,-75.22470428367095,008500
39.99442523964101,-75.15666215310918,017300
40.03415711336866,-75.04645135683056,031501
40.05243027498025,-75.23588053821803,021800
39.92526828546095,-75.23520357246537,006300
39.96896038305314,-75.13487113098306,014400
39.92764219218776,-75.16068177071011,002802
39.94841647893463,-75.16211887402274,000901
39.99140630078264,-75.17485012626952,016901
40.00291845257652,-75.16090627982949,020200
39.97378601604655,-75.22011240348749,011100
39.97643503736008,-75.23380171522523,011200
39.93789188437788,-75.15781500571904,002400
39.948645429706055,-75.16513363888507,000806
39.9268347165978,-75.16729437101542,002900
39.92607451944141,-75.23316618073979,006600
40.00258671885796,-75.17238823101994,017100
39.986229682235184,-75.24753849040086,037500
39.96940127015272,-75.16535239884868,013500
39.99144814174517,-75.11275181766636,017800
39.95696435017248,-75.20227384674084,008802
40.04296072020654,-75.14345308201757,027600
39.95950300540056,-75.24151310145795,008302
39.97146877886215,-75.1258728658601,014300
40.0661546621328,-75.14477764744629,026600
40.01715328798095,-75.08403694369127,030000
40.00754119712128,-75.07637253608968,038000
39.97330535571399,-75.20899206792154,011000
40.02780067307884,-75.1762612506507,024000
40.04358607939648,-75.07297561311455,031300
40.01101767930528,-75.19448234474694,020701
39.94169522469527,-75.14782310460946,001002
39.95624852580959,-75.2023848357004,008802
39.93571098286176,-75.17858824095643,002100
39.94413992231072,-75.20971754052728,007400
39.977339645597546,-75.13603818916783,015700
39.92397134943396,-75.15774306879514,004101
40.03852615233488,-75.03684841994252,033101
39.94904729528047,-75.1597393054422,000600
39.96899276401376,-75.13463998563988,014400
39.95360001633158,-75.22597379987563,008500
39.94985894007152,-75.14552573707186,000101
40.05487415541487,-75.06312065478988,033500
39.9340132475353,-75.15586315449058,002400
39.99699787195875,-75.11551221524279,017701
39.96074039451327,-75.22499361025595,009300
40.00502063395868,-75.14226709680196,019900
39.96010216223228,-75.19713498928208,009100
39.95517277145788,-75.15551078487786,000200
39.970431601841725,-75.16016967829698,014000
40.04020746559976,-75.17766508236252,025200
40.01279498048336,-75.161163821073,020500
39.94101268061529,-75.14540268424442,001600
39.97456856348263,-75.18170197214488,013702
40.015485941726745,-75.20778824853339,020900
39.92990268747664,-75.16284641028237,002802
40.02890216816491,-75.16260671204739,024500
40.06122615317732,-75.05613472080113,033600
40.01253729683906,-75.1392111573088,019700
40.08008502833536,-75.17257585611564,025900
