latitude,longitude
40.029113290057715,-75.09983996116725
39.94111900835085,-75.14594302033096
39.962606937438984,-75.13564774222651
39.93731456035286,-75.15801600654318
39.972785250112466,-75.15079112592841
39.93465634871953,-75.154656119144
39.965152073746225,-75.13892482334876
39.982678042895316,-75.10251161713768
39.966966985852714,-75.17295220106219
39.935358430149925,-75.15882568376094
39.93669091737062,-75.15854376635616
40.084567616802154,-75.0467466028188
39.941310723368154,-75.14804196044919
39.9333991864849,-75.15879479476058
39.926146517783124,-75.22515360786228
39.938936904981986,-75.15644672258972
39.941590630747655,-75.15033808372905
39.988942243905555,-75.1391042580114
40.042515977400676,-75.12712810500648
40.075209334739185,-75.20456972882094
40.077009242750876,-75.20747609242555
40.076921588245675,-75.2073936651134
39.94820653412067,-75.172851007897
39.942314152047594,-75.15356274946173
39.94877943628584,-75.19384689692583
40.033544029739275,-75.08504687862087
40.029337026361105,-75.15002358023723
40.077076273342854,-75.20886061109648
39.950510760754995,-75.16917925243959
39.98104923575212,-75.18836579323515
40.079193836721956,-75.17343758903466
39.983087559822444,-75.12303617266083
40.102660100954424,-75.03087650503414
39.951223569433196,-75.15654589721719
40.03691794895173,-75.17448182920899
39.959216602041224,-75.14588157387979
39.942609943400534,-75.15813166035736
39.94145175699564,-75.15033301931471
39.9662374363104,-75.13812577637663
40.025948168137795,-75.22436066759954
39.960136631902934,-75.24048295148111
40.041891934020036,-75.01313617678629
39.99290520611872,-75.13980481508356
39.978681370180475,-75.12998468021993
40.013822174145204,-75.08599789190653
39.9687680754664,-75.1781571712808
39.96950196784194,-75.13321477401503
39.947989499761114,-75.16518508860518
39.941026137458124,-75.1474022262969
39.964258415607844,-75.16057784265426
40.013906602646315,-75.08681195604817
39.920223717797235,-75.17024591015056
40.010788353581034,-75.18759118425562
39.925419622818424,-75.17906832080628
40.04400919864551,-75.10225847843961
39.95702876287576,-75.20303013476125
39.950588195521235,-75.16939643180739
40.021062414246344,-75.0865814865946
39.949089447547635,-75.16490869005251
39.970564808326515,-75.15502794749739
39.952612331897384,-75.16223991680323
39.95584348812731,-75.17070344958451
40.062121531463724,-75.1401917855337
40.06620624171588,-75.15937143970378
40.004458056875805,-75.17293727617462
40.101499588437996,-75.02870445820285
40.036544808951476,-75.1301385000254
39.99056954892543,-75.16419052898242
39.96015311126884,-75.22427793160762
40.031125061224714,-75.03640975300512
39.991427426360836,-75.14856918231746
40.00855645716333,-75.14734760422859
39.989657677216634,-75.12126530219875
39.945473879168915,-75.21783028773329
39.962022732912374,-75.17223598788242
39.948319731079835,-75.23526881761029
39.969866539880314,-75.16029079991583
40.11072560605202,-75.00142895166631
40.036775116137264,-75.12988041413075
40.05725723098631,-75.14894616386668
40.041461230120504,-75.22628095347031
40.028484841520644,-75.10990307098814
39.95061821469499,-75.15573799868724
40.007166301183624,-75.1366060939822
40.016614486819506,-75.06186324286801
40.02083972411737,-75.07467028099849
39.948399524484444,-75.14314052260592
39.949720176016534,-75.16900728595732
40.049357758609304,-75.09550022204598
40.041975689517784,-75.0275854567796
39.96065052505649,-75.18916257111265
40.040507453419586,-75.10403856604815
39.930482971394625,-75.16964622033693
40.067813060882806,-75.17929445490347
39.961399517617494,-75.22166224757838
39.941929810470995,-75.15313658313602
39.954000775702035,-75.15718416550222
40.031704307977414,-75.16702202887993
40.000307088681254,-75.15622455816204
40.051986498175886,-75.01004707502842
39.99364667194213,-75.0952607737023
40.043696045750956,-75.12714354829612
39.919848323241354,-75.17211815547427
40.12438546325131,-75.01453710921191
39.921869608199906,-75.18787520910334
39.94777379333079,-75.16207956829429
40.030867465349274,-75.22542233549866
39.923134821476786,-75.16280562950482
39.982184918721124,-75.15657732019544
39.919919617084275,-75.23398114045789
39.982332180768964,-75.10962674853096
39.948236236622044,-75.16667851255946
39.94767905466131,-75.23326612935291
40.032215558673755,-75.06474064770937
39.974325474044555,-75.18337313833287
39.937966094250164,-75.23082583387469
39.96896428345869,-75.22901402918359
39.999086807227414,-75.11980554846659
40.01974760439522,-75.1742806551727
39.91712035691303,-75.23668352372681
39.99917289608635,-75.17148324420361
39.928713601048386,-75.17330948247583
39.961922786067944,-75.15499749236345
40.086089129943346,-74.96501852815325
40.00002634088485,-75.16684157061299
40.010200335567156,-75.16677838883484
39.926076506888236,-75.2276394424748
39.97130616385076,-75.22891970585384
39.93737587276514,-75.14997324052862
40.008143476029666,-75.1730906363426
39.939642285796054,-75.15788554378368
39.994224665429556,-75.14733128494312
40.079536871864796,-75.17399539238146
39.958674229952955,-75.2467784584573
40.079981279303944,-75.02555194962382
39.99119587028958,-75.14468664343866
40.046069382751654,-75.15557761665214
39.992780990771784,-75.14758307884722
39.99282409970666,-75.1834493788859
39.949683742690475,-75.16374166812716
39.95498972011836,-75.20269814740793
39.94966367354571,-75.1524971905522
39.942411266784596,-75.15089862681286
40.054673275226634,-75.12565309938125
39.888165847656694,-75.24644893619846
39.990248814547876,-75.14743169351215
39.956685527701715,-75.160751946955
39.948202644587994,-75.16258795939397
40.015399791353715,-75.1366549305986
40.004188773661724,-75.1707577539886
39.949769852173674,-75.14452893410002
39.955248815959784,-75.15625057273381
40.02485850056286,-75.22151374861407
39.921713404549195,-75.1601620744747
40.051553264530945,-75.18549520963148
39.97757965091266,-75.25070711879594
40.13128400990196,-75.01308639734395
39.935356986281704,-75.15844743772817
40.025818956267436,-75.22304400534016
39.94944931960237,-75.16733033007368
40.05719818814465,-75.01360114928839
40.044342452467674,-75.23012538705846
40.027606871537955,-75.11777662623427
39.956389609936465,-75.17314879526675
40.059260378774916,-75.18990534153559
40.05526890881721,-75.06275104923058
40.006191634025356,-75.07764912734925
39.90242978736036,-75.24163470046237
40.042882340923825,-75.07456654528643
40.059119758380184,-75.19043776236106
40.060471977668385,-75.19040789738577
39.970743465150164,-75.14875776709248
39.94960181223559,-75.16115672459135
39.915360260200956,-75.15859445143136
40.045093341620195,-75.16573076929004
39.95589910183375,-75.24173678906716
39.950752776459595,-75.16814015016914
40.051328182593515,-75.15074404854981
39.949686197815716,-75.14599297174325
39.929740819405474,-75.18381759082929
39.970360547771676,-75.23764509389845
39.941933934134234,-75.1493293179476
39.967591087325964,-75.20332868802204
39.98119660041147,-75.17878701458274
40.06854500504399,-75.18051118066552
40.00561207963059,-75.13694353759713
40.027182678922635,-75.07918705302242
