tract,year,Close-down,New open,is_cbd,post_covid,DID,ln(New open),ln(Close-down)
17702,2013,0,0,0,0,0,-inf,-inf
17800,2013,0,0,0,0,0,-inf,-inf
17900,2013,0,1,0,0,0,0.0,-inf
18001,2013,2,1,0,0,0,0.0,0.6931471805599453
18002,2013,0,1,0,0,0,0.0,-inf
18300,2013,3,1,0,0,0,0.0,1.0986122886681098
18400,2013,0,0,0,0,0,-inf,-inf
18801,2013,0,1,0,0,0,0.0,-inf
18802,2013,0,0,0,0,0,-inf,-inf
19000,2013,0,0,0,0,0,-inf,-inf
19100,2013,0,0,0,0,0,-inf,-inf
19200,2013,0,0,0,0,0,-inf,-inf
19501,2013,0,0,0,0,0,-inf,-inf
19502,2013,0,1,0,0,0,0.0,-inf
19700,2013,0,1,0,0,0,0.0,-inf
19800,2013,0,0,0,0,0,-inf,-inf
19900,2013,0,0,0,0,0,-inf,-inf
20000,2013,0,3,0,0,0,1.0986122886681098,-inf
20101,2013,0,0,0,0,0,-inf,-inf
20102,2013,0,0,0,0,0,-inf,-inf
20200,2013,0,0,0,0,0,-inf,-inf
20300,2013,0,2,0,0,0,0.6931471805599453,-inf
20400,2013,0,1,0,0,0,0.0,-inf
20500,2013,0,0,0,0,0,-inf,-inf
20701,2013,1,2,0,0,0,0.6931471805599453,0.0
20702,2013,0,0,0,0,0,-inf,-inf
20800,2013,1,1,0,0,0,0.0,0.0
20900,2013,2,3,0,0,0,1.0986122886681098,0.6931471805599453
21000,2013,4,9,0,0,0,2.1972245773362196,1.3862943611198906
21100,2013,1,2,0,0,0,0.6931471805599453,0.0
21200,2013,0,1,0,0,0,0.0,-inf
21300,2013,0,3,0,0,0,1.0986122886681098,-inf
21400,2013,2,8,0,0,0,2.0794415416798357,0.6931471805599453
21500,2013,2,3,0,0,0,1.0986122886681098,0.6931471805599453
21600,2013,2,2,0,0,0,0.6931471805599453,0.6931471805599453
21700,2013,0,0,0,0,0,-inf,-inf
21800,2013,0,1,0,0,0,0.0,-inf
21900,2013,2,0,0,0,0,-inf,0.6931471805599453
22000,2013,0,0,0,0,0,-inf,-inf
23100,2013,0,0,0,0,0,-inf,-inf
23600,2013,0,1,0,0,0,0.0,-inf
23700,2013,0,0,0,0,0,-inf,-inf
23800,2013,1,0,0,0,0,-inf,0.0
24000,2013,2,0,0,0,0,-inf,0.6931471805599453
24100,2013,1,0,0,0,0,-inf,0.0
24300,2013,0,1,0,0,0,0.0,-inf
24400,2013,0,1,0,0,0,0.0,-inf
24500,2013,0,0,0,0,0,-inf,-inf
24600,2013,1,2,0,0,0,0.6931471805599453,0.0
24700,2013,0,0,0,0,0,-inf,-inf
24800,2013,0,0,0,0,0,-inf,-inf
24900,2013,0,0,0,0,0,-inf,-inf
25200,2013,0,2,0,0,0,0.6931471805599453,-inf
25300,2013,1,2,0,0,0,0.6931471805599453,0.0
25400,2013,0,0,0,0,0,-inf,-inf
25500,2013,1,1,0,0,0,0.0,0.0
25600,2013,0,1,0,0,0,0.0,-inf
25700,2013,2,2,0,0,0,0.6931471805599453,0.6931471805599453
25900,2013,0,0,0,0,0,-inf,-inf
26000,2013,1,0,0,0,0,-inf,0.0
26100,2013,0,0,0,0,0,-inf,-inf
26200,2013,0,0,0,0,0,-inf,-inf
26301,2013,0,0,0,0,0,-inf,-inf
26302,2013,0,0,0,0,0,-inf,-inf
26400,2013,0,1,0,0,0,0.0,-inf
26500,2013,0,0,0,0,0,-inf,-inf
26600,2013,0,0,0,0,0,-inf,-inf
26700,2013,1,0,0,0,0,-inf,0.0
26800,2013,0,0,0,0,0,-inf,-inf
26900,2013,0,0,0,0,0,-inf,-inf
27000,2013,0,1,0,0,0,0.0,-inf
27100,2013,0,1,0,0,0,0.0,-inf
27200,2013,0,0,0,0,0,-inf,-inf
27300,2013,1,0,0,0,0,-inf,0.0
27401,2013,1,1,0,0,0,0.0,0.0
27402,2013,0,0,0,0,0,-inf,-inf
27500,2013,0,1,0,0,0,0.0,-inf
27600,2013,0,0,0,0,0,-inf,-inf
27700,2013,0,0,0,0,0,-inf,-inf
27800,2013,0,1,0,0,0,0.0,-inf
27902,2013,0,0,0,0,0,-inf,-inf
28100,2013,0,1,0,0,0,0.0,-inf
28200,2013,0,1,0,0,0,0.0,-inf
28300,2013,0,1,0,0,0,0.0,-inf
28500,2013,0,0,0,0,0,-inf,-inf
28600,2013,0,0,0,0,0,-inf,-inf
28700,2013,0,0,0,0,0,-inf,-inf
28800,2013,1,0,0,0,0,-inf,0.0
28901,2013,0,0,0,0,0,-inf,-inf
29000,2013,0,0,0,0,0,-inf,-inf
29100,2013,0,0,0,0,0,-inf,-inf
29200,2013,1,1,0,0,0,0.0,0.0
29300,2013,0,2,0,0,0,0.6931471805599453,-inf
29400,2013,0,0,0,0,0,-inf,-inf
29800,2013,0,0,0,0,0,-inf,-inf
29900,2013,1,0,0,0,0,-inf,0.0
30000,2013,1,1,0,0,0,0.0,0.0
30100,2013,0,0,0,0,0,-inf,-inf
30200,2013,0,0,0,0,0,-inf,-inf
30501,2013,0,1,0,0,0,0.0,-inf
30502,2013,1,0,0,0,0,-inf,0.0
30600,2013,1,0,0,0,0,-inf,0.0
30700,2013,1,1,0,0,0,0.0,0.0
30800,2013,0,1,0,0,0,0.0,-inf
30900,2013,1,3,0,0,0,1.0986122886681098,0.0
31000,2013,1,0,0,0,0,-inf,0.0
31101,2013,0,0,0,0,0,-inf,-inf
31102,2013,0,0,0,0,0,-inf,-inf
31200,2013,0,0,0,0,0,-inf,-inf
31300,2013,1,3,0,0,0,1.0986122886681098,0.0
31401,2013,1,4,0,0,0,1.3862943611198906,0.0
31402,2013,0,1,0,0,0,0.0,-inf
31501,2013,0,1,0,0,0,0.0,-inf
31502,2013,1,2,0,0,0,0.6931471805599453,0.0
31600,2013,0,0,0,0,0,-inf,-inf
31700,2013,0,0,0,0,0,-inf,-inf
31800,2013,0,0,0,0,0,-inf,-inf
31900,2013,0,1,0,0,0,0.0,-inf
32000,2013,0,0,0,0,0,-inf,-inf
32100,2013,0,0,0,0,0,-inf,-inf
32300,2013,0,0,0,0,0,-inf,-inf
32500,2013,1,1,0,0,0,0.0,0.0
32600,2013,1,0,0,0,0,-inf,0.0
32900,2013,1,5,0,0,0,1.6094379124341003,0.0
33000,2013,0,0,0,0,0,-inf,-inf
33101,2013,0,0,0,0,0,-inf,-inf
33102,2013,0,0,0,0,0,-inf,-inf
33200,2013,0,0,0,0,0,-inf,-inf
33300,2013,0,0,0,0,0,-inf,-inf
33400,2013,0,3,0,0,0,1.0986122886681098,-inf
33500,2013,0,1,0,0,0,0.0,-inf
33600,2013,2,3,0,0,0,1.0986122886681098,0.6931471805599453
33701,2013,1,2,0,0,0,0.6931471805599453,0.0
33800,2013,2,4,0,0,0,1.3862943611198906,0.6931471805599453
33900,2013,0,0,0,0,0,-inf,-inf
34000,2013,1,0,0,0,0,-inf,0.0
34100,2013,0,4,0,0,0,1.3862943611198906,-inf
34400,2013,1,2,0,0,0,0.6931471805599453,0.0
34501,2013,0,1,0,0,0,0.0,-inf
34502,2013,0,2,0,0,0,0.6931471805599453,-inf
34600,2013,1,4,0,0,0,1.3862943611198906,0.0
34701,2013,0,2,0,0,0,0.6931471805599453,-inf
34702,2013,0,0,0,0,0,-inf,-inf
34801,2013,0,1,0,0,0,0.0,-inf
34802,2013,1,0,0,0,0,-inf,0.0
34803,2013,1,0,0,0,0,-inf,0.0
34900,2013,0,1,0,0,0,0.0,-inf
35100,2013,1,0,0,0,0,-inf,0.0
35200,2013,0,0,0,0,0,-inf,-inf
35301,2013,1,0,0,0,0,-inf,0.0
35302,2013,1,0,0,0,0,-inf,0.0
35500,2013,1,7,0,0,0,1.9459101490553132,0.0
35601,2013,1,3,0,0,0,1.0986122886681098,0.0
35602,2013,0,0,0,0,0,-inf,-inf
35701,2013,1,0,0,0,0,-inf,0.0
35702,2013,0,0,0,0,0,-inf,-inf
35800,2013,0,0,0,0,0,-inf,-inf
35900,2013,1,2,0,0,0,0.6931471805599453,0.0
36000,2013,0,1,0,0,0,0.0,-inf
36100,2013,0,0,0,0,0,-inf,-inf
36201,2013,0,0,0,0,0,-inf,-inf
36203,2013,0,0,0,0,0,-inf,-inf
36301,2013,2,2,0,0,0,0.6931471805599453,0.6931471805599453
36302,2013,0,0,0,0,0,-inf,-inf
36303,2013,0,0,0,0,0,-inf,-inf
36400,2013,0,2,0,0,0,0.6931471805599453,-inf
36501,2013,1,3,0,0,0,1.0986122886681098,0.0
36502,2013,0,0,0,0,0,-inf,-inf
36600,2013,0,5,0,0,0,1.6094379124341003,-inf
36700,2013,5,8,1,0,0,2.0794415416798357,1.6094379124341003
36901,2013,1,1,0,0,0,0.0,0.0
36902,2013,1,10,1,0,0,2.302585092994046,0.0
37200,2013,5,2,0,0,0,0.6931471805599453,1.6094379124341003
37300,2013,0,0,0,0,0,-inf,-inf
37500,2013,0,2,0,0,0,0.6931471805599453,-inf
37600,2013,4,6,1,0,0,1.791759469228055,1.3862943611198906
37700,2013,1,4,0,0,0,1.3862943611198906,0.0
37800,2013,1,4,0,0,0,1.3862943611198906,0.0
37900,2013,1,1,0,0,0,0.0,0.0
38000,2013,2,0,0,0,0,-inf,0.6931471805599453
38100,2013,1,2,0,0,0,0.6931471805599453,0.0
38200,2013,2,5,0,0,0,1.6094379124341003,0.6931471805599453
38301,2013,0,0,0,0,0,-inf,-inf
38400,2013,1,2,0,0,0,0.6931471805599453,0.0
38500,2013,3,2,0,0,0,0.6931471805599453,1.0986122886681098
38700,2013,2,5,0,0,0,1.6094379124341003,0.6931471805599453
38800,2013,1,1,0,0,0,0.0,0.0
38900,2013,0,1,0,0,0,0.0,-inf
39001,2013,0,0,0,0,0,-inf,-inf
39002,2013,0,1,0,0,0,0.0,-inf
39100,2013,0,0,0,0,0,-inf,-inf
100102,2013,0,0,0,0,0,-inf,-inf
100201,2013,0,0,0,0,0,-inf,-inf
101401,2013,0,0,0,0,0,-inf,-inf
200104,2013,0,0,0,0,0,-inf,-inf
202500,2013,0,0,0,0,0,-inf,-inf
203804,2013,0,0,0,0,0,-inf,-inf
204101,2013,0,0,0,0,0,-inf,-inf
204300,2013,0,0,0,0,0,-inf,-inf
204701,2013,0,0,0,0,0,-inf,-inf
205503,2013,0,0,0,0,0,-inf,-inf
205805,2013,0,0,0,0,0,-inf,-inf
205810,2013,0,0,0,0,0,-inf,-inf
210300,2013,0,0,0,0,0,-inf,-inf
210500,2013,0,0,0,0,0,-inf,-inf
304403,2013,0,0,0,0,0,-inf,-inf
400802,2013,1,0,0,0,0,-inf,0.0
403701,2013,0,0,0,0,0,-inf,-inf
408800,2013,0,0,0,0,0,-inf,-inf
408900,2013,0,0,0,0,0,-inf,-inf
409804,2013,0,0,0,0,0,-inf,-inf
980000,2013,0,1,0,0,0,0.0,-inf
980001,2013,0,1,0,0,0,0.0,-inf
980002,2013,1,1,0,0,0,0.0,0.0
980003,2013,3,0,1,0,0,-inf,1.0986122886681098
980100,2013,0,0,0,0,0,-inf,-inf
980300,2013,3,2,0,0,0,0.6931471805599453,1.0986122886681098
980400,2013,1,3,0,0,0,1.0986122886681098,0.0
980600,2013,1,1,0,0,0,0.0,0.0
980701,2013,0,1,0,0,0,0.0,-inf
980702,2013,1,3,0,0,0,1.0986122886681098,0.0
980800,2013,0,0,0,0,0,-inf,-inf
980901,2013,7,4,0,0,0,1.3862943611198906,1.9459101490553132
980902,2013,0,0,0,0,0,-inf,-inf
980903,2013,0,0,0,0,0,-inf,-inf
980906,2013,1,1,0,0,0,0.0,0.0
989100,2013,0,0,0,0,0,-inf,-inf
989200,2013,1,1,0,0,0,0.0,0.0
989300,2013,0,1,0,0,0,0.0,-inf
101,2014,11,22,1,0,0,3.091042453358316,2.3978952727983707
102,2014,4,6,1,0,0,1.791759469228055,1.3862943611198906
200,2014,14,13,1,0,0,2.5649493574615367,2.6390573296152584
300,2014,5,3,1,0,0,1.0986122886681098,1.6094379124341003
401,2014,4,5,1,0,0,1.6094379124341003,1.3862943611198906
403,2014,6,7,1,0,0,1.9459101490553132,1.791759469228055
404,2014,12,6,1,0,0,1.791759469228055,2.4849066497880004
500,2014,13,21,1,0,0,3.044522437723423,2.5649493574615367
600,2014,11,12,1,0,0,2.4849066497880004,2.3978952727983707
701,2014,14,22,1,0,0,3.091042453358316,2.6390573296152584
702,2014,8,9,1,0,0,2.1972245773362196,2.0794415416798357
801,2014,3,1,1,0,0,0.0,1.0986122886681098
803,2014,6,10,1,0,0,2.302585092994046,1.791759469228055
805,2014,4,5,1,0,0,1.6094379124341003,1.3862943611198906
806,2014,5,6,1,0,0,1.791759469228055,1.6094379124341003
901,2014,5,7,1,0,0,1.9459101490553132,1.6094379124341003
902,2014,3,8,1,0,0,2.0794415416798357,1.0986122886681098
1001,2014,4,2,1,0,0,0.6931471805599453,1.3862943611198906
1002,2014,3,9,1,0,0,2.1972245773362196,1.0986122886681098
1101,2014,2,3,1,0,0,1.0986122886681098,0.6931471805599453
1102,2014,2,2,1,0,0,0.6931471805599453,0.6931471805599453
1201,2014,4,3,1,0,0,1.0986122886681098,1.3862943611198906
1203,2014,3,2,1,0,0,0.6931471805599453,1.0986122886681098
1204,2014,5,3,1,0,0,1.0986122886681098,1.6094379124341003
1301,2014,0,1,1,0,0,0.0,-inf
1302,2014,2,4,1,0,0,1.3862943611198906,0.6931471805599453
1400,2014,0,3,1,0,0,1.0986122886681098,-inf
1500,2014,7,8,1,0,0,2.0794415416798357,1.9459101490553132
1600,2014,6,13,1,0,0,2.5649493574615367,1.791759469228055
1700,2014,1,3,1,0,0,1.0986122886681098,0.0
1800,2014,0,3,1,0,0,1.0986122886681098,-inf
1900,2014,1,1,1,0,0,0.0,0.0
2000,2014,2,0,0,0,0,-inf,0.6931471805599453
2100,2014,1,3,1,0,0,1.0986122886681098,0.0
2200,2014,0,0,1,0,0,-inf,-inf
2300,2014,0,1,1,0,0,0.0,-inf
2400,2014,6,12,1,0,0,2.4849066497880004,1.791759469228055
2500,2014,2,3,1,0,0,1.0986122886681098,0.6931471805599453
2701,2014,0,1,0,0,0,0.0,-inf
2702,2014,1,2,0,0,0,0.6931471805599453,0.0
2801,2014,0,1,0,0,0,0.0,-inf
2802,2014,4,7,0,0,0,1.9459101490553132,1.3862943611198906
2900,2014,5,2,0,0,0,0.6931471805599453,1.6094379124341003
3001,2014,1,0,0,0,0,-inf,0.0
3002,2014,1,0,0,0,0,-inf,0.0
3100,2014,1,0,0,0,0,-inf,0.0
3200,2014,0,0,0,0,0,-inf,-inf
3300,2014,1,0,0,0,0,-inf,0.0
3600,2014,0,0,0,0,0,-inf,-inf
3701,2014,0,0,0,0,0,-inf,-inf
3702,2014,0,0,0,0,0,-inf,-inf
3800,2014,1,4,0,0,0,1.3862943611198906,0.0
3901,2014,6,5,0,0,0,1.6094379124341003,1.791759469228055
3902,2014,0,1,0,0,0,0.0,-inf
4001,2014,6,5,0,0,0,1.6094379124341003,1.791759469228055
4002,2014,0,5,0,0,0,1.6094379124341003,-inf
4101,2014,1,0,0,0,0,-inf,0.0
4103,2014,0,0,0,0,0,-inf,-inf
4104,2014,0,2,0,0,0,0.6931471805599453,-inf
4201,2014,0,1,0,0,0,0.0,-inf
4202,2014,0,0,0,0,0,-inf,-inf
5400,2014,0,0,0,0,0,-inf,-inf
5500,2014,0,0,0,0,0,-inf,-inf
5600,2014,0,0,0,0,0,-inf,-inf
6000,2014,3,0,0,0,0,-inf,1.0986122886681098
6200,2014,0,0,0,0,0,-inf,-inf
6300,2014,0,0,0,0,0,-inf,-inf
6600,2014,1,0,0,0,0,-inf,0.0
6700,2014,0,2,0,0,0,0.6931471805599453,-inf
7000,2014,0,0,0,0,0,-inf,-inf
7101,2014,0,0,0,0,0,-inf,-inf
7200,2014,0,0,0,0,0,-inf,-inf
7300,2014,0,0,0,0,0,-inf,-inf
7400,2014,0,0,0,0,0,-inf,-inf
7700,2014,1,1,0,0,0,0.0,0.0
7800,2014,2,1,0,0,0,0.0,0.6931471805599453
7900,2014,1,1,0,0,0,0.0,0.0
8000,2014,1,1,0,0,0,0.0,0.0
8101,2014,1,0,0,0,0,-inf,0.0
8102,2014,0,0,0,0,0,-inf,-inf
8200,2014,0,0,0,0,0,-inf,-inf
8302,2014,0,0,0,0,0,-inf,-inf
8400,2014,1,0,0,0,0,-inf,0.0
8500,2014,2,0,0,0,0,-inf,0.6931471805599453
8601,2014,1,6,0,0,0,1.791759469228055,0.0
8602,2014,0,0,0,0,0,-inf,-inf
8701,2014,2,3,0,0,0,1.0986122886681098,0.6931471805599453
8702,2014,1,5,0,0,0,1.6094379124341003,0.0
8801,2014,1,1,0,0,0,0.0,0.0
8802,2014,5,6,0,0,0,1.791759469228055,1.6094379124341003
9000,2014,2,3,0,0,0,1.0986122886681098,0.6931471805599453
9100,2014,4,3,0,0,0,1.0986122886681098,1.3862943611198906
9200,2014,2,1,0,0,0,0.0,0.6931471805599453
9300,2014,0,0,0,0,0,-inf,-inf
9400,2014,0,0,0,0,0,-inf,-inf
9500,2014,0,0,0,0,0,-inf,-inf
9600,2014,0,0,0,0,0,-inf,-inf
9801,2014,1,0,0,0,0,-inf,0.0
9802,2014,0,2,0,0,0,0.6931471805599453,-inf
10000,2014,0,0,0,0,0,-inf,-inf
10100,2014,0,0,0,0,0,-inf,-inf
10200,2014,0,0,0,0,0,-inf,-inf
10300,2014,0,0,0,0,0,-inf,-inf
10400,2014,0,0,0,0,0,-inf,-inf
10500,2014,0,1,0,0,0,0.0,-inf
10600,2014,0,1,0,0,0,0.0,-inf
10700,2014,0,0,0,0,0,-inf,-inf
10800,2014,2,0,0,0,0,-inf,0.6931471805599453
10900,2014,0,0,0,0,0,-inf,-inf
11000,2014,0,0,0,0,0,-inf,-inf
11100,2014,0,1,0,0,0,0.0,-inf
11200,2014,0,0,0,0,0,-inf,-inf
11300,2014,0,0,0,0,0,-inf,-inf
11400,2014,0,0,0,0,0,-inf,-inf
11500,2014,1,2,0,0,0,0.6931471805599453,0.0
11700,2014,0,0,0,0,0,-inf,-inf
11800,2014,0,1,0,0,0,0.0,-inf
11900,2014,1,0,0,0,0,-inf,0.0
12000,2014,0,0,0,0,0,-inf,-inf
12100,2014,1,2,0,0,0,0.6931471805599453,0.0
12201,2014,1,0,0,0,0,-inf,0.0
12203,2014,4,1,0,0,0,0.0,1.3862943611198906
12204,2014,0,0,0,0,0,-inf,-inf
12501,2014,1,0,1,0,0,-inf,0.0
12502,2014,2,5,1,0,0,1.6094379124341003,0.6931471805599453
13100,2014,0,0,1,0,0,-inf,-inf
13200,2014,1,0,1,0,0,-inf,0.0
13300,2014,5,3,1,0,0,1.0986122886681098,1.6094379124341003
13401,2014,0,1,1,0,0,0.0,-inf
13402,2014,0,2,1,0,0,0.6931471805599453,-inf
13500,2014,1,3,1,0,0,1.0986122886681098,0.0
13601,2014,2,1,1,0,0,0.0,0.6931471805599453
13602,2014,0,1,0,0,0,0.0,-inf
13701,2014,0,1,0,0,0,0.0,-inf
13702,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
13800,2014,1,0,0,0,0,-inf,0.0
13900,2014,0,0,0,0,0,-inf,-inf
14000,2014,0,1,0,0,0,0.0,-inf
14100,2014,0,1,0,0,0,0.0,-inf
14201,2014,1,4,0,0,0,1.3862943611198906,0.0
14202,2014,6,2,0,0,0,0.6931471805599453,1.791759469228055
14300,2014,1,0,0,0,0,-inf,0.0
14400,2014,6,5,0,0,0,1.6094379124341003,1.791759469228055
14600,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
14700,2014,2,5,0,0,0,1.6094379124341003,0.6931471805599453
14800,2014,0,0,0,0,0,-inf,-inf
14900,2014,0,1,0,0,0,0.0,-inf
15102,2014,0,0,0,0,0,-inf,-inf
15300,2014,1,0,0,0,0,-inf,0.0
15600,2014,1,2,0,0,0,0.6931471805599453,0.0
15700,2014,0,1,0,0,0,0.0,-inf
15800,2014,3,7,0,0,0,1.9459101490553132,1.0986122886681098
16001,2014,1,1,0,0,0,0.0,0.0
16002,2014,4,2,0,0,0,0.6931471805599453,1.3862943611198906
16100,2014,2,3,0,0,0,1.0986122886681098,0.6931471805599453
16200,2014,0,1,0,0,0,0.0,-inf
16300,2014,1,0,0,0,0,-inf,0.0
16500,2014,0,0,0,0,0,-inf,-inf
16600,2014,1,0,0,0,0,-inf,0.0
16702,2014,0,0,0,0,0,-inf,-inf
16901,2014,0,1,0,0,0,0.0,-inf
16902,2014,0,0,0,0,0,-inf,-inf
17000,2014,1,3,0,0,0,1.0986122886681098,0.0
17201,2014,1,0,0,0,0,-inf,0.0
17300,2014,0,2,0,0,0,0.6931471805599453,-inf
17500,2014,1,0,0,0,0,-inf,0.0
17601,2014,0,0,0,0,0,-inf,-inf
17602,2014,0,0,0,0,0,-inf,-inf
17702,2014,0,0,0,0,0,-inf,-inf
17800,2014,0,0,0,0,0,-inf,-inf
17900,2014,0,0,0,0,0,-inf,-inf
18001,2014,1,1,0,0,0,0.0,0.0
18002,2014,0,1,0,0,0,0.0,-inf
18300,2014,0,1,0,0,0,0.0,-inf
18400,2014,0,0,0,0,0,-inf,-inf
18801,2014,1,0,0,0,0,-inf,0.0
18802,2014,0,0,0,0,0,-inf,-inf
19000,2014,3,0,0,0,0,-inf,1.0986122886681098
19100,2014,0,0,0,0,0,-inf,-inf
19200,2014,0,0,0,0,0,-inf,-inf
19501,2014,0,0,0,0,0,-inf,-inf
19502,2014,1,0,0,0,0,-inf,0.0
19700,2014,0,0,0,0,0,-inf,-inf
19800,2014,0,0,0,0,0,-inf,-inf
19900,2014,0,0,0,0,0,-inf,-inf
20000,2014,0,1,0,0,0,0.0,-inf
20101,2014,0,0,0,0,0,-inf,-inf
20102,2014,0,0,0,0,0,-inf,-inf
20200,2014,0,0,0,0,0,-inf,-inf
20300,2014,2,1,0,0,0,0.0,0.6931471805599453
20400,2014,1,0,0,0,0,-inf,0.0
20500,2014,0,1,0,0,0,0.0,-inf
20701,2014,0,2,0,0,0,0.6931471805599453,-inf
20702,2014,0,1,0,0,0,0.0,-inf
20800,2014,1,0,0,0,0,-inf,0.0
20900,2014,1,0,0,0,0,-inf,0.0
21000,2014,5,6,0,0,0,1.791759469228055,1.6094379124341003
21100,2014,1,2,0,0,0,0.6931471805599453,0.0
21200,2014,0,1,0,0,0,0.0,-inf
21300,2014,2,3,0,0,0,1.0986122886681098,0.6931471805599453
21400,2014,2,8,0,0,0,2.0794415416798357,0.6931471805599453
21500,2014,2,1,0,0,0,0.0,0.6931471805599453
21600,2014,3,4,0,0,0,1.3862943611198906,1.0986122886681098
21700,2014,1,1,0,0,0,0.0,0.0
21800,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
21900,2014,0,0,0,0,0,-inf,-inf
22000,2014,0,1,0,0,0,0.0,-inf
23100,2014,0,0,0,0,0,-inf,-inf
23600,2014,3,1,0,0,0,0.0,1.0986122886681098
23700,2014,0,1,0,0,0,0.0,-inf
23800,2014,0,1,0,0,0,0.0,-inf
24000,2014,0,2,0,0,0,0.6931471805599453,-inf
24100,2014,0,1,0,0,0,0.0,-inf
24300,2014,0,0,0,0,0,-inf,-inf
24400,2014,2,0,0,0,0,-inf,0.6931471805599453
24500,2014,0,1,0,0,0,0.0,-inf
24600,2014,1,1,0,0,0,0.0,0.0
24700,2014,0,0,0,0,0,-inf,-inf
24800,2014,0,0,0,0,0,-inf,-inf
24900,2014,0,0,0,0,0,-inf,-inf
25200,2014,1,0,0,0,0,-inf,0.0
25300,2014,0,2,0,0,0,0.6931471805599453,-inf
25400,2014,0,1,0,0,0,0.0,-inf
25500,2014,0,3,0,0,0,1.0986122886681098,-inf
25600,2014,1,0,0,0,0,-inf,0.0
25700,2014,0,1,0,0,0,0.0,-inf
25900,2014,0,0,0,0,0,-inf,-inf
26000,2014,1,0,0,0,0,-inf,0.0
26100,2014,0,0,0,0,0,-inf,-inf
26200,2014,0,0,0,0,0,-inf,-inf
26301,2014,0,1,0,0,0,0.0,-inf
26302,2014,0,1,0,0,0,0.0,-inf
26400,2014,0,1,0,0,0,0.0,-inf
26500,2014,0,0,0,0,0,-inf,-inf
26600,2014,1,0,0,0,0,-inf,0.0
26700,2014,0,0,0,0,0,-inf,-inf
26800,2014,1,0,0,0,0,-inf,0.0
26900,2014,0,1,0,0,0,0.0,-inf
27000,2014,0,0,0,0,0,-inf,-inf
27100,2014,0,0,0,0,0,-inf,-inf
27200,2014,0,1,0,0,0,0.0,-inf
27300,2014,0,0,0,0,0,-inf,-inf
27401,2014,0,1,0,0,0,0.0,-inf
27402,2014,0,0,0,0,0,-inf,-inf
27500,2014,0,1,0,0,0,0.0,-inf
27600,2014,1,0,0,0,0,-inf,0.0
27700,2014,0,0,0,0,0,-inf,-inf
27800,2014,0,1,0,0,0,0.0,-inf
27902,2014,0,0,0,0,0,-inf,-inf
28100,2014,0,0,0,0,0,-inf,-inf
28200,2014,0,0,0,0,0,-inf,-inf
28300,2014,1,0,0,0,0,-inf,0.0
28500,2014,0,1,0,0,0,0.0,-inf
28600,2014,0,2,0,0,0,0.6931471805599453,-inf
28700,2014,0,2,0,0,0,0.6931471805599453,-inf
28800,2014,1,0,0,0,0,-inf,0.0
28901,2014,0,2,0,0,0,0.6931471805599453,-inf
29000,2014,1,0,0,0,0,-inf,0.0
29100,2014,1,3,0,0,0,1.0986122886681098,0.0
29200,2014,1,2,0,0,0,0.6931471805599453,0.0
29300,2014,0,0,0,0,0,-inf,-inf
29400,2014,0,1,0,0,0,0.0,-inf
29800,2014,0,1,0,0,0,0.0,-inf
29900,2014,0,1,0,0,0,0.0,-inf
30000,2014,0,1,0,0,0,0.0,-inf
30100,2014,0,0,0,0,0,-inf,-inf
30200,2014,0,1,0,0,0,0.0,-inf
30501,2014,1,0,0,0,0,-inf,0.0
30502,2014,0,1,0,0,0,0.0,-inf
30600,2014,1,0,0,0,0,-inf,0.0
30700,2014,0,2,0,0,0,0.6931471805599453,-inf
30800,2014,0,0,0,0,0,-inf,-inf
30900,2014,0,0,0,0,0,-inf,-inf
31000,2014,1,0,0,0,0,-inf,0.0
31101,2014,2,0,0,0,0,-inf,0.6931471805599453
31102,2014,1,0,0,0,0,-inf,0.0
31200,2014,1,0,0,0,0,-inf,0.0
31300,2014,2,0,0,0,0,-inf,0.6931471805599453
31401,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
31402,2014,1,1,0,0,0,0.0,0.0
31501,2014,0,0,0,0,0,-inf,-inf
31502,2014,3,0,0,0,0,-inf,1.0986122886681098
31600,2014,3,2,0,0,0,0.6931471805599453,1.0986122886681098
31700,2014,2,1,0,0,0,0.0,0.6931471805599453
31800,2014,0,0,0,0,0,-inf,-inf
31900,2014,0,1,0,0,0,0.0,-inf
32000,2014,1,1,0,0,0,0.0,0.0
32100,2014,0,0,0,0,0,-inf,-inf
32300,2014,1,0,0,0,0,-inf,0.0
32500,2014,1,2,0,0,0,0.6931471805599453,0.0
32600,2014,0,0,0,0,0,-inf,-inf
32900,2014,2,1,0,0,0,0.0,0.6931471805599453
33000,2014,0,1,0,0,0,0.0,-inf
33101,2014,0,2,0,0,0,0.6931471805599453,-inf
33102,2014,0,1,0,0,0,0.0,-inf
33200,2014,0,0,0,0,0,-inf,-inf
33300,2014,0,0,0,0,0,-inf,-inf
33400,2014,1,3,0,0,0,1.0986122886681098,0.0
33500,2014,3,2,0,0,0,0.6931471805599453,1.0986122886681098
33600,2014,1,4,0,0,0,1.3862943611198906,0.0
33701,2014,1,2,0,0,0,0.6931471805599453,0.0
33800,2014,0,1,0,0,0,0.0,-inf
33900,2014,0,0,0,0,0,-inf,-inf
34000,2014,0,2,0,0,0,0.6931471805599453,-inf
