tr,population,TRACTCE10,SHAPE_AREA,density,density_rank,density_group
376.0,2823.3846153846157,037600,7721197.45553,365.66667691712496,0.234375,low_density
386.0,1393.4615384615386,038600,36099490.0421,38.60058789851197,0.0390625,low_density
385.0,1849.3846153846155,038500,14651019.2467,126.2290755505745,0.07291666666666667,low_density
387.0,2540.6153846153843,038700,22348859.4553,113.67986763247916,0.06510416666666667,low_density
388.0,3670.769230769231,038800,15025845.3807,244.2970187543766,0.13020833333333334,low_density
389.0,3267.6923076923076,038900,13783165.5013,237.07850764645505,0.12239583333333333,low_density
9800.0,825.7692307692307,980000,112397037.043,7.346895011594605,0.026041666666666668,low_density
269.0,2178.9285714285716,026900,6667389.06073,326.80387353756805,0.20052083333333334,low_density
270.0,2649.214285714286,027000,6912411.49469,383.25471331522556,0.2630208333333333,low_density
271.0,2812.4285714285716,027100,4457788.7282,630.9021676234073,0.4869791666666667,low_density
272.0,4740.285714285715,027200,7314678.71096,648.0511177043327,0.5130208333333334,mid_density
273.0,6546.571428571428,027300,10227796.5213,640.0764245688503,0.5,mid_density
275.0,4875.285714285715,027500,6555307.43713,743.7157999137535,0.6119791666666666,mid_density
276.0,3897.8571428571427,027600,7110976.16551,548.1465627409522,0.3932291666666667,low_density
277.0,4743.071428571428,027700,5837678.81815,812.4927006646351,0.65625,mid_density
278.0,4611.642857142857,027800,7800725.91076,591.1812451687024,0.4479166666666667,low_density
280.0,4291.5,028000,7731604.30656,555.0594456002889,0.4088541666666667,low_density
281.0,4128.428571428572,028100,5420018.22195,761.7001276322751,0.6223958333333334,mid_density
282.0,5076.5,028200,9236687.67325,549.601781459153,0.3958333333333333,low_density
318.0,3976.0714285714284,031800,4996256.5214,795.8101053340821,0.6458333333333334,mid_density
319.0,5028.571428571428,031900,8323171.48352,604.1653038782239,0.453125,low_density
320.0,7134.928571428572,032000,7335553.13268,972.6503840102197,0.7864583333333334,mid_density
321.0,4134.642857142857,032100,5947792.70715,695.1558436413718,0.5572916666666666,mid_density
323.0,3361.4285714285716,032300,6455130.03772,520.7375454539803,0.3697916666666667,low_density
325.0,5908.571428571428,032500,9034155.38818,654.0258800841542,0.5182291666666666,mid_density
326.0,7084.857142857143,032600,8717250.17258,812.7399125405935,0.6588541666666666,mid_density
9891.0,3372.5384615384614,989100,44217922.6412,76.2708481107184,0.049479166666666664,low_density
329.0,3727.0714285714284,032900,10180836.0889,366.0869692848698,0.23697916666666666,low_density
330.0,7990.785714285715,033000,7875460.86694,1014.643568077372,0.8229166666666666,mid_density
332.0,2805.9285714285716,033200,9127276.34858,307.422331073071,0.18489583333333334,low_density
9803.0,0.0,980300,82003146.8445,0.0,0.009114583333333334,low_density
355.0,7526.357142857143,035500,24658230.2303,305.2269798993427,0.1796875,low_density
358.0,6626.142857142857,035800,18940107.1193,349.84716904746574,0.22135416666666666,low_density
359.0,5300.642857142857,035900,24191267.7596,219.11389307157594,0.10677083333333333,low_density
360.0,3258.6428571428573,036000,21994776.3828,148.1553074434132,0.08333333333333333,low_density
361.0,4081.6428571428573,036100,13251884.9297,308.00470112709155,0.1875,low_density
362.03,5029.928571428572,036203,16540927.314,304.0898781515903,0.17708333333333334,low_density
